Lake,Year,Date,Depth_m,Temp_C,DO_mgL,O2Sat%,SpecificConductivity_uscm
Counts,1997,13-Aug-97,1,13.2,9.6,,
Counts,1997,13-Aug-97,2,13.2,9.3,,
Counts,1997,13-Aug-97,3,13.2,9.6,,
Counts,1997,13-Aug-97,4,13.2,9.4,,
Counts,1997,13-Aug-97,5,13.2,9.5,,
Counts,1997,13-Aug-97,6,13.2,9.4,,
Counts,1997,13-Aug-97,7,13.2,9.6,,
Counts,1997,13-Aug-97,8,13.2,9.3,,
Counts,1997,13-Aug-97,9,13.2,9.5,,
Counts,1997,13-Aug-97,10,13.2,9.3,,
Counts,1997,13-Aug-97,11,13.2,9.2,,
Counts,1997,13-Aug-97,12,13,8.3,,
Counts,1998,14-Aug-98,0.5,13.6,7.91,,
Counts,1998,14-Aug-98,1,13.6,8.08,,
Counts,1998,14-Aug-98,1.5,13.6,8.28,,
Counts,1998,14-Aug-98,2,13.6,8.25,,
Counts,1998,14-Aug-98,2.5,13.6,8.31,,
Counts,1998,14-Aug-98,3,13.6,7.7,,
Counts,1998,14-Aug-98,3.5,13.6,8.33,,
Counts,1998,14-Aug-98,4,13.6,7.8,,
Counts,1998,14-Aug-98,4.5,13.6,7.65,,
Counts,1998,14-Aug-98,5,13.6,7.96,,
Counts,1998,14-Aug-98,5.5,13.6,7.66,,
Counts,1998,14-Aug-98,6,13.6,7.94,,
Counts,1998,14-Aug-98,6.5,13.6,7.3,,
Counts,1998,14-Aug-98,7,13.6,8.01,,
Counts,1998,14-Aug-98,7.5,13.6,7.23,,
Counts,1998,14-Aug-98,8,13.6,7.32,,
Counts,1998,14-Aug-98,8.5,13.6,7.39,,
Counts,1998,14-Aug-98,9,13.5,7.4,,
Counts,1998,14-Aug-98,9.5,13.5,7.35,,
Counts,1998,14-Aug-98,10,13.5,7.68,,
Counts,1998,14-Aug-98,10.5,13.5,7.6,,
Counts,1999,8-Aug-99,0.5,12.7,9.7,91,
Counts,1999,8-Aug-99,1,12.7,9.7,91,
Counts,1999,8-Aug-99,1.5,12.7,9.7,91,
Counts,1999,8-Aug-99,2,12.7,9.7,91,
Counts,1999,8-Aug-99,2.5,12.7,9.7,91,
Counts,1999,8-Aug-99,3,12.7,9.7,91,
Counts,1999,8-Aug-99,3.5,12.7,9.7,91,
Counts,1999,8-Aug-99,4,12.7,9.6,91,
Counts,1999,8-Aug-99,4.5,12.6,9.5,89,
Counts,1999,8-Aug-99,5,12.7,9.6,92,
Counts,1999,8-Aug-99,5.5,12.7,9.7,92,
Counts,1999,8-Aug-99,6,12.6,9.7,91,
Counts,1999,8-Aug-99,6.5,12.6,9.7,91,
Counts,1999,8-Aug-99,7,12.6,9.7,91,
Counts,1999,8-Aug-99,7.5,12.6,9.8,92,
Counts,1999,8-Aug-99,8,12.6,9.8,92,
Counts,1999,8-Aug-99,8.5,12.6,9.8,92,
Counts,1999,8-Aug-99,9,12.6,9.7,91,
Counts,1999,8-Aug-99,9.5,12.6,9.8,92,
Counts,1999,8-Aug-99,10,12.6,9.8,92,
Counts,1999,8-Aug-99,10.5,12.6,9.9,93,
Counts,1999,8-Aug-99,11,12.6,10,94,
Counts,1999,8-Aug-99,11.5,12.6,9.9,93,
Counts,1999,8-Aug-99,12,12.5,9.3,85,
Counts,2000,1-Aug-00,0.5,17.8,8.7,91,
Counts,2000,1-Aug-00,1,17.9,8.1,85,
Counts,2000,1-Aug-00,1.5,17.8,8.5,89,
Counts,2000,1-Aug-00,2,17.8,8.5,90,
Counts,2000,1-Aug-00,2.5,17.7,8.2,86,
Counts,2000,1-Aug-00,3,17.7,8.6,90,
Counts,2000,1-Aug-00,3.5,17.6,8.8,92,
Counts,2000,1-Aug-00,4,17.6,8.8,91,
Counts,2000,1-Aug-00,4.5,17.5,8.7,89,
Counts,2000,1-Aug-00,5,17.4,8.8,91,
Counts,2000,1-Aug-00,5.5,17.4,9,94,
Counts,2000,1-Aug-00,6,17.3,8.9,92,
Counts,2000,1-Aug-00,6.5,17.3,8.7,90,
Counts,2000,1-Aug-00,7,17.1,8.6,89,
Counts,2000,1-Aug-00,7.5,16.9,8.9,92,
Counts,2000,1-Aug-00,8,16.8,9.1,94,
Counts,2000,1-Aug-00,8.5,16.6,9.2,92,
Counts,2000,1-Aug-00,9,16.2,8.8,90,
Counts,2000,1-Aug-00,9.5,14.1,9.1,88,
Counts,2000,1-Aug-00,10,12.4,9.4,88,
Counts,2000,1-Aug-00,10.5,11.8,9,83,
Counts,2000,1-Aug-00,11,11.5,9.5,86,
Counts,2000,1-Aug-00,11.5,11.4,9.5,86,
Counts,2000,1-Aug-00,12,11.5,9.3,85,
Counts,2001,30-Jul-01,0.5,18.9,8.3,90,
Counts,2001,30-Jul-01,1,18.9,8.3,89,
Counts,2001,30-Jul-01,1.5,18.9,8.3,89,
Counts,2001,30-Jul-01,2,18.9,8.3,89,
Counts,2001,30-Jul-01,2.5,18.9,8.2,89,
Counts,2001,30-Jul-01,3,18.8,8.3,89,
Counts,2001,30-Jul-01,3.5,18.8,8.3,89,
Counts,2001,30-Jul-01,4,18.7,8.4,90,
Counts,2001,30-Jul-01,4.5,18.5,8.4,90,
Counts,2001,30-Jul-01,5,18.7,8.5,90,
Counts,2001,30-Jul-01,5.5,17.4,8.8,91,
Counts,2001,30-Jul-01,6,17,8.8,91,
Counts,2001,30-Jul-01,6.5,16.5,8.9,91,
Counts,2001,30-Jul-01,7,15.9,9,91,
Counts,2001,30-Jul-01,7.5,15.4,9,90,
Counts,2001,30-Jul-01,8,15.3,8.8,88,
Counts,2001,30-Jul-01,8.5,15.1,8.8,87,
Counts,2001,30-Jul-01,9,15.1,8.7,87,
Counts,2001,30-Jul-01,9.5,14.9,8.6,86,
Counts,2001,30-Jul-01,10,14.9,8.6,85,
Counts,2001,30-Jul-01,10.5,14.8,8.6,85,
Counts,2001,30-Jul-01,11,14.8,8.5,84,
Counts,2002,7-Aug-02,0.5,11.1,10,91,
Counts,2002,7-Aug-02,1,11.1,10.1,91,
Counts,2002,7-Aug-02,1.5,11.1,10.2,92,
Counts,2002,7-Aug-02,2,11.1,10.3,93,
Counts,2002,7-Aug-02,2.5,11.1,10.3,94,
Counts,2002,7-Aug-02,3,11.1,10.3,94,
Counts,2002,7-Aug-02,3.5,11.1,10.4,95,
Counts,2002,7-Aug-02,4,11.1,10.2,92,
Counts,2002,7-Aug-02,4.5,11.1,10.2,92,
Counts,2002,7-Aug-02,5,11,10.2,92,
Counts,2002,7-Aug-02,5.5,10.9,10.2,92,
Counts,2002,7-Aug-02,6,10.9,10.3,93,
Counts,2002,7-Aug-02,6.5,10.8,10.4,94,
Counts,2002,7-Aug-02,7,10.8,10.5,94,
Counts,2002,7-Aug-02,7.5,10.8,10.5,94,
Counts,2002,7-Aug-02,8,10.8,10.5,95,
Counts,2002,7-Aug-02,8.5,10.8,10.5,95,
Counts,2002,7-Aug-02,9,10.8,10.5,95,
Counts,2002,7-Aug-02,9.5,10.8,10.5,95,
Counts,2002,7-Aug-02,10,10.8,10.6,95,
Counts,2002,7-Aug-02,10.5,10.8,10.5,95,
Counts,2002,7-Aug-02,11,10.8,10.5,95,
Counts,2002,7-Aug-02,11.5,10.8,10.4,95,
Counts,2002,7-Aug-02,12,10.8,10.4,94,
Counts,2003,7-Aug-03,0,14.2,8.7,85,
Counts,2003,7-Aug-03,0.5,14.2,8.3,81,
Counts,2003,7-Aug-03,1,14.2,8.2,80,
Counts,2003,7-Aug-03,1.5,14.2,8.2,80,
Counts,2003,7-Aug-03,2,14.2,8.2,80,
Counts,2003,7-Aug-03,2.5,14.2,8.1,80,
Counts,2003,7-Aug-03,3,14.2,8.2,80,
Counts,2003,7-Aug-03,3.5,14.2,7.9,78,
Counts,2003,7-Aug-03,4,14.2,8,79,
Counts,2003,7-Aug-03,4.5,14.2,8.2,80,
Counts,2003,7-Aug-03,5,14.2,8.2,81,
Counts,2003,7-Aug-03,5.5,14.2,8.1,79,
Counts,2003,7-Aug-03,6,14.2,8.2,80,
Counts,2003,7-Aug-03,6.5,14.2,8,79,
Counts,2003,7-Aug-03,7,14.2,7.9,79,
Counts,2003,7-Aug-03,7.5,14.2,8.3,81,
Counts,2003,7-Aug-03,8,14.2,8.3,81,
Counts,2003,7-Aug-03,8.5,14.2,8.1,81,
Counts,2003,7-Aug-03,9,14.2,8.4,82,
Counts,2003,7-Aug-03,9.5,14.2,8.2,80,
Counts,2003,7-Aug-03,10,14.2,8.2,80,
Counts,2003,7-Aug-03,10.5,14.2,8,80,
Counts,2003,7-Aug-03,11,14.2,8,76,
Counts,2004,13-Aug-04,0,13.3,10,95.4,
Counts,2004,13-Aug-04,0.5,13.3,10.03,95.6,
Counts,2004,13-Aug-04,1,13.3,10.04,95.7,
Counts,2004,13-Aug-04,1.5,13.3,10.05,95.8,
Counts,2004,13-Aug-04,2,13.3,10.06,95.9,
Counts,2004,13-Aug-04,2.5,13.3,10.04,95.9,
Counts,2004,13-Aug-04,3,13.3,10.08,96.2,
Counts,2004,13-Aug-04,3.5,13.3,10.08,96.3,
Counts,2004,13-Aug-04,4,13.3,10.08,96.2,
Counts,2004,13-Aug-04,4.5,13.3,10.1,96.4,
Counts,2004,13-Aug-04,5,13.3,10.11,96.4,
Counts,2004,13-Aug-04,5.5,13.3,10.11,96.5,
Counts,2004,13-Aug-04,6,13.2,10.11,96.5,
Counts,2004,13-Aug-04,6.5,13.2,10.1,96.4,
Counts,2004,13-Aug-04,7,13.2,10.1,96.2,
Counts,2004,13-Aug-04,7.5,13.1,10.11,96.2,
Counts,2004,13-Aug-04,8,13.1,10.1,96,
Counts,2004,13-Aug-04,8.5,13.1,10.15,96.5,
Counts,2004,13-Aug-04,9,13.1,10.14,96.5,
Counts,2004,13-Aug-04,9.5,13,10.19,96.5,
Counts,2004,13-Aug-04,10,13,10.22,97,
Counts,2005,7-Aug-05,0,13.8,9.7,94,
Counts,2005,7-Aug-05,0.5,13.8,9.7,94,
Counts,2005,7-Aug-05,1,13.8,9.7,94,
Counts,2005,7-Aug-05,1.5,13.8,9.7,94,
Counts,2005,7-Aug-05,2,13.8,9.7,94,
Counts,2005,7-Aug-05,2.5,13.8,9.7,94,
Counts,2005,7-Aug-05,3,13.8,9.7,94,
Counts,2005,7-Aug-05,3.5,13.8,9.7,94,
Counts,2005,7-Aug-05,4,13.8,9.8,94,
Counts,2005,7-Aug-05,4.5,13.8,9.7,94,
Counts,2005,7-Aug-05,5,13.7,9.7,94,
Counts,2005,7-Aug-05,5.5,13.7,9.7,94,
Counts,2005,7-Aug-05,6,13.7,9.7,93,
Counts,2005,7-Aug-05,6.5,13.6,9.7,93,
Counts,2005,7-Aug-05,7,13.6,9.8,94,
Counts,2005,7-Aug-05,7.5,13.6,9.7,93,
Counts,2005,7-Aug-05,8,13.6,9.8,93,
Counts,2005,7-Aug-05,8.5,13.5,9.8,94,
Counts,2005,7-Aug-05,9,13.4,9.7,93,
Counts,2005,7-Aug-05,9.5,13.4,9.8,93,
Counts,2005,7-Aug-05,10,13.3,9.8,93,
Counts,2006,4-Aug-06,0,15.3,8.1,81,
Counts,2006,4-Aug-06,0.5,15.4,8.2,82,
Counts,2006,4-Aug-06,1,15.4,8.2,82,
Counts,2006,4-Aug-06,1.5,15.4,8.1,82,
Counts,2006,4-Aug-06,2,15.4,8.2,82,
Counts,2006,4-Aug-06,2.5,15.4,8.3,83,
Counts,2006,4-Aug-06,3,15.2,8.4,84,
Counts,2006,4-Aug-06,3.5,14.7,8.5,84,
Counts,2006,4-Aug-06,4,14.6,8.4,83,
Counts,2006,4-Aug-06,4.5,14.5,8.5,83,
Counts,2006,4-Aug-06,5,14.3,8.5,83,
Counts,2006,4-Aug-06,5.5,14.3,8.5,83,
Counts,2006,4-Aug-06,6,14.2,8.6,83,
Counts,2006,4-Aug-06,6.5,14,8.7,84,
Counts,2006,4-Aug-06,7,13.9,8.7,84,
Counts,2006,4-Aug-06,7.5,13.8,8.7,84,
Counts,2006,4-Aug-06,8,13.7,8.6,83,
Counts,2006,4-Aug-06,8.5,13.6,8.6,83,
Counts,2006,4-Aug-06,9,13.6,8.3,76,
Counts,2006,4-Aug-06,9.5,,,,
Counts,2006,4-Aug-06,10,,,,
Counts,2007,6-Aug-07,0,14.8,9.82,96,
Counts,2007,6-Aug-07,1,14.8,9.74,96.1,
Counts,2007,6-Aug-07,2,14.8,9.59,94.6,
Counts,2007,6-Aug-07,3,14.8,9.63,94.9,
Counts,2007,6-Aug-07,4,14.7,9.61,84.7,
Counts,2007,6-Aug-07,5,14.7,9.59,94.5,
Counts,2007,6-Aug-07,6,14.7,9.56,94.2,
Counts,2007,6-Aug-07,7,14.5,9.56,93.9,
Counts,2007,6-Aug-07,8,14.5,9.56,93.4,
Counts,2007,6-Aug-07,9,13.6,9.52,91.6,
Counts,2007,6-Aug-07,10,9.8,10.55,93.4,
Counts,2007,6-Aug-07,11,8.6,9.49,81.3,
Counts,2008,31-Jul-08,0,15.7,9,90.6,
Counts,2008,31-Jul-08,1,15.7,8.89,89.5,
Counts,2008,31-Jul-08,2,15.7,8.64,86.9,
Counts,2008,31-Jul-08,3,15.7,8.45,84.9,
Counts,2008,31-Jul-08,4,15.7,8.29,83.6,
Counts,2008,31-Jul-08,5,15.7,8.14,81.8,
Counts,2008,31-Jul-08,6,15.7,8.07,81.2,
Counts,2008,31-Jul-08,7,15.7,7.86,79.2,
Counts,2008,31-Jul-08,8,15.6,7.76,78,
Counts,2008,31-Jul-08,9,15.6,7.59,76.2,
Counts,2008,31-Jul-08,10,15.4,7.55,75.5,
Counts,2009,1-Aug-09,0,14.2,9.86,96.1,
Counts,2009,1-Aug-09,1,14.3,9.83,96,
Counts,2009,1-Aug-09,2,14.3,9.81,95.8,
Counts,2009,1-Aug-09,3,14.3,9.77,95.5,
Counts,2009,1-Aug-09,4,14.3,9.74,95.1,
Counts,2009,1-Aug-09,5,14.2,9.73,94.8,
Counts,2009,1-Aug-09,6,14.2,9.7,94.5,
Counts,2009,1-Aug-09,7,14.1,9.66,94,
Counts,2009,1-Aug-09,8,12,10.3,96.2,
Counts,2009,1-Aug-09,9,11.7,10.2,92.7,
Counts,2009,1-Aug-09,10,10.9,9.73,88,
Counts,2010,6-Aug-10,0,14.8,7.76,95.3,
Counts,2010,6-Aug-10,1,14.7,7.75,95.3,
Counts,2010,6-Aug-10,2,14.7,7.73,95,
Counts,2010,6-Aug-10,3,14.7,7.71,94.7,
Counts,2010,6-Aug-10,4,14.7,7.7,94.6,
Counts,2010,6-Aug-10,5,14.7,7.68,94.4,
Counts,2010,6-Aug-10,6,14.7,7.45,92.6,
Counts,2010,6-Aug-10,7,14.6,6.36,77.8,
Counts,2010,6-Aug-10,8,14.6,6.2,76.1,
Counts,2010,6-Aug-10,9,14.6,5.79,71.1,
Counts,2010,6-Aug-10,10,14.6,5.66,69.3,
Counts,2010,6-Aug-10,11,14.6,5.56,68.2,
Counts,2010,6-Aug-10,12,14.6,5.45,67.1,
Counts,2011,5-Aug-11,0,15.8,9.46,95.5,
Counts,2011,5-Aug-11,0.5,15.9,9.44,95.5,
Counts,2011,5-Aug-11,1,15.8,9.45,95.3,
Counts,2011,5-Aug-11,1.5,15.8,9.44,95.2,
Counts,2011,5-Aug-11,2,15.7,9.44,95.1,
Counts,2011,5-Aug-11,2.5,15.6,9.44,94.8,
Counts,2011,5-Aug-11,3,15.6,9.43,94.7,
Counts,2011,5-Aug-11,3.5,15.5,9.39,94.3,
Counts,2011,5-Aug-11,4,15.5,9.39,94.1,
Counts,2011,5-Aug-11,4.5,15.5,9.37,93.9,
Counts,2011,5-Aug-11,5,15.5,9.35,93.7,
Counts,2011,5-Aug-11,5.5,15.5,9.34,93.6,
Counts,2011,5-Aug-11,6,15.5,9.31,93.3,
Counts,2011,5-Aug-11,6.5,15.5,9.29,93.1,
Counts,2011,5-Aug-11,7,15.4,9.25,92.7,
Counts,2011,5-Aug-11,7.5,15.4,9.22,92.2,
Counts,2011,5-Aug-11,8,15.4,9.18,91.8,
Counts,2011,5-Aug-11,8.5,15.4,9.1,94,
Counts,2011,5-Aug-11,9,15.4,9.06,90.6,
Counts,2011,5-Aug-11,9.5,15.4,9.03,90.3,
Counts,2011,5-Aug-11,10,15.4,8.9,89.1,
Counts,2012,8-Aug-12,0,16.24,9.54,97.1,
Counts,2012,8-Aug-12,0.5,16.23,9.55,97.1,
Counts,2012,8-Aug-12,1,16.23,9.55,97.2,
Counts,2012,8-Aug-12,1.5,16.23,9.55,97.2,
Counts,2012,8-Aug-12,2,16.24,9.55,97.3,
Counts,2012,8-Aug-12,2.5,16.22,9.54,97.1,
Counts,2012,8-Aug-12,3,16.21,9.53,97,
Counts,2012,8-Aug-12,3.5,16.2,9.53,97.1,
Counts,2012,8-Aug-12,4,16.2,9.53,97,
Counts,2012,8-Aug-12,4.5,16.21,9.52,96.9,
Counts,2012,8-Aug-12,5,16.17,9.52,96.8,
Counts,2012,8-Aug-12,5.5,16.17,9.53,96.8,
Counts,2012,8-Aug-12,6,16.18,9.51,96.7,
Counts,2012,8-Aug-12,6.5,16.16,9.52,96.7,
Counts,2012,8-Aug-12,7,16.17,9.51,96.7,
Counts,2012,8-Aug-12,7.5,16.14,9.51,96.6,
Counts,2012,8-Aug-12,8,16.13,9.5,96.4,
Counts,2012,8-Aug-12,8.5,16.1,9.49,96.3,
Counts,2012,8-Aug-12,9,16.09,9.48,96.3,
Counts,2012,8-Aug-12,9.5,16.09,9.47,96.1,
Counts,2012,8-Aug-12,10,16.08,9.45,96,
Counts,2012,8-Aug-12,11,16.03,9.43,95.3,
Counts,2013,1-Aug-13,0,12.8,10.1,95.4,
Counts,2013,1-Aug-13,0.5,12.7,10.1,95.4,
Counts,2013,1-Aug-13,1,12.7,10.1,95.3,
Counts,2013,1-Aug-13,1.5,12.7,10.1,95.2,
Counts,2013,1-Aug-13,2,12.7,10.1,95.2,
Counts,2013,1-Aug-13,2.5,12.7,10.1,95.1,
Counts,2013,1-Aug-13,3,12.7,10.1,95,
Counts,2013,1-Aug-13,3.5,12.6,10.1,94.9,
Counts,2013,1-Aug-13,4,12.6,10.1,94.7,
Counts,2013,1-Aug-13,4.5,12.6,10.1,94.6,
Counts,2013,1-Aug-13,5,12.6,10,94.4,
Counts,2013,1-Aug-13,5.5,12.6,10,94.4,
Counts,2013,1-Aug-13,6,12.6,10,94.4,
Counts,2013,1-Aug-13,6.5,12.6,10,94.4,
Counts,2013,1-Aug-13,7,12.6,10,94.3,
Counts,2013,1-Aug-13,7.5,12.6,10.1,94.3,
Counts,2013,1-Aug-13,8,12.5,10,94.2,
Counts,2013,1-Aug-13,8.5,12.5,10,94.2,
Counts,2013,1-Aug-13,9,12.5,10,94.2,
Counts,2013,1-Aug-13,9.5,12.5,10,94.1,
Counts,2013,1-Aug-13,10,12.5,10,93.9,
Counts,2014,9-Aug-14,0,13.33,10.06,96.3,
Counts,2014,9-Aug-14,1,13.32,10.08,96.4,
Counts,2014,9-Aug-14,2,13.31,10.09,96.4,
Counts,2014,9-Aug-14,3,13.28,10.08,96.3,
Counts,2014,9-Aug-14,4,13.27,10.07,96.1,
Counts,2014,9-Aug-14,5,13.24,10.05,95.9,
Counts,2014,9-Aug-14,6,13.2,10.02,95.5,
Counts,2014,9-Aug-14,7,13.19,10,95.3,
Counts,2014,9-Aug-14,8,13.18,9.98,95.1,
Counts,2014,9-Aug-14,9,13.12,9.99,95.1,
Counts,2014,9-Aug-14,10,13.05,9.8,93.1,
Counts,2015,5-Aug-15,0,17,9.6,99.1,
Counts,2015,5-Aug-15,0.5,17.3,9.51,99,
Counts,2015,5-Aug-15,1,17.3,9.5,98.9,
Counts,2015,5-Aug-15,1.5,17.3,9.5,98.9,
Counts,2015,5-Aug-15,2,17.2,9.51,98.8,
Counts,2015,5-Aug-15,2.5,17.2,9.5,98.7,
Counts,2015,5-Aug-15,3,17.2,9.49,98.6,
Counts,2015,5-Aug-15,3.5,17.2,9.46,98.1,
Counts,2015,5-Aug-15,4,16.5,9.75,99.8,
Counts,2015,5-Aug-15,4.5,16.2,9.71,98.7,
Counts,2015,5-Aug-15,5,15.9,9.77,98.8,
Counts,2015,5-Aug-15,5.5,15.7,9.8,98.7,
Counts,2015,5-Aug-15,6,15.5,9.79,98.1,
Counts,2015,5-Aug-15,6.5,14.8,9.98,98.6,
Counts,2015,5-Aug-15,7,14.3,9.97,97.4,
Counts,2015,5-Aug-15,7.5,14,9.94,96.5,
Counts,2015,5-Aug-15,8,13.8,9.82,94.9,
Counts,2015,5-Aug-15,8.5,13.6,9.7,93.4,
Counts,2015,5-Aug-15,9,13.3,9.53,90.8,
Counts,2015,5-Aug-15,9.5,13.2,9.39,89.5,
Counts,2015,5-Aug-15,10,13.1,9.26,88.1,
Counts,2016,30-Jul-16,0,14.38,9.65,94.8,17
Counts,2016,30-Jul-16,0.5,14.38,9.66,94.8,16
Counts,2016,30-Jul-16,1,14.39,9.65,94.7,16
Counts,2016,30-Jul-16,1.5,14.37,9.65,94.6,16
Counts,2016,30-Jul-16,2,14.36,9.64,94.5,16
Counts,2016,30-Jul-16,3,14.38,9.62,94.4,16
Counts,2016,30-Jul-16,4,14.36,9.61,94.2,16
Counts,2016,30-Jul-16,5,14.25,9.62,94.2,16
Counts,2016,30-Jul-16,6,14.23,9.62,94.1,16
Counts,2016,30-Jul-16,7,14.22,9.62,94,16
Counts,2016,30-Jul-16,8,14.21,9.61,93.9,16
Counts,2016,30-Jul-16,9,14.23,9.57,93.6,16
Counts,2016,30-Jul-16,10,14.23,9.55,92.5,16
Counts,2016,30-Jul-16,11,13.59,9.57,93.5,35
Counts,2017,6-Aug-17,0,15.2,9.61,95.7,16
Counts,2017,6-Aug-17,1,15.2,9.6,95.6,16
Counts,2017,6-Aug-17,2,15.3,9.56,95.4,16
Counts,2017,6-Aug-17,3,15.3,9.54,95.3,16
Counts,2017,6-Aug-17,4,15.3,9.54,95.2,16
Counts,2017,6-Aug-17,5,15.3,9.55,95.1,15
Counts,2017,6-Aug-17,6,14.6,9.66,94.9,15
Counts,2017,6-Aug-17,7,14.2,9.8,95.4,15
Counts,2017,6-Aug-17,8,13.8,9.64,93.1,15
Counts,2017,6-Aug-17,9,13.7,9.58,92.4,15
Counts,2017,6-Aug-17,10,13.7,9.54,91.9,15
Counts,2018,31-Jul-18,0,15.2,9.58,95.4,17
Counts,2018,31-Jul-18,1,15.2,9.56,95.2,17
Counts,2018,31-Jul-18,2,15.2,9.54,95,17
Counts,2018,31-Jul-18,3,15.2,9.52,94.8,17
Counts,2018,31-Jul-18,4,15.2,9.51,94.7,17
Counts,2018,31-Jul-18,5,15.2,9.5,94.6,17
Counts,2018,31-Jul-18,6,15.2,9.5,94.6,17
Counts,2018,31-Jul-18,7,15.2,9.48,94.4,17
Counts,2018,31-Jul-18,8,15.2,9.46,94.2,17
Counts,2018,31-Jul-18,9,15.1,9.46,94.1,17
Counts,2018,31-Jul-18,10,15.1,9.43,93.7,17
Counts,2018,31-Jul-18,10.5,15.1,9.33,93.3,20
Counts,2019,7-Aug-19,0.097,12.645,10.89,102.5,11
Counts,2019,7-Aug-19,0.216,12.938,10.67,101.2,15.2
Counts,2019,7-Aug-19,0.22,12.938,10.68,101.2,15.2
Counts,2019,7-Aug-19,0.224,12.939,10.67,101.1,15.2
Counts,2019,7-Aug-19,0.235,12.938,10.69,101.3,15.2
Counts,2019,7-Aug-19,0.238,12.94,10.66,101,15.2
Counts,2019,7-Aug-19,0.257,12.941,10.65,101,15.2
Counts,2019,7-Aug-19,0.262,12.937,10.7,101.5,15.2
Counts,2019,7-Aug-19,0.278,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.279,12.942,10.65,100.9,15.2
Counts,2019,7-Aug-19,0.295,12.937,10.72,101.6,15.2
Counts,2019,7-Aug-19,0.307,12.943,10.64,100.9,15.2
Counts,2019,7-Aug-19,0.324,12.944,10.64,100.8,15.2
Counts,2019,7-Aug-19,0.34,12.936,10.73,101.7,15.2
Counts,2019,7-Aug-19,0.349,12.944,10.63,100.8,15.2
Counts,2019,7-Aug-19,0.376,12.945,10.63,100.8,15.2
Counts,2019,7-Aug-19,0.378,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.386,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.391,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.394,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.406,12.953,10.59,100.4,15.2
Counts,2019,7-Aug-19,0.407,12.952,10.6,100.4,15.2
Counts,2019,7-Aug-19,0.408,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.416,12.935,10.75,101.9,15.2
Counts,2019,7-Aug-19,0.42,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.422,12.953,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.427,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.431,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.439,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.445,12.953,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.449,12.946,10.63,100.8,15.2
Counts,2019,7-Aug-19,0.463,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.468,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.469,12.954,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.474,12.946,10.63,100.8,15.2
Counts,2019,7-Aug-19,0.482,12.953,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.484,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.5,12.953,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.505,12.946,10.63,100.7,15.2
Counts,2019,7-Aug-19,0.514,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.518,12.947,10.62,100.7,15.2
Counts,2019,7-Aug-19,0.519,12.948,10.62,100.7,15.2
Counts,2019,7-Aug-19,0.52,12.946,10.62,100.7,15.2
Counts,2019,7-Aug-19,0.522,12.948,10.62,100.6,15.2
Counts,2019,7-Aug-19,0.523,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.525,12.951,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.53,12.949,10.62,100.6,15.2
Counts,2019,7-Aug-19,0.533,12.933,10.76,102,15.2
Counts,2019,7-Aug-19,0.535,12.944,10.62,100.7,15.2
Counts,2019,7-Aug-19,0.537,12.95,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.538,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.54,12.95,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.541,12.944,10.62,100.7,15.2
Counts,2019,7-Aug-19,0.546,12.951,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.549,12.944,10.62,100.6,15.2
Counts,2019,7-Aug-19,0.554,12.952,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.556,12.943,10.62,100.6,15.2
Counts,2019,7-Aug-19,0.561,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.564,12.943,10.62,100.7,15.2
Counts,2019,7-Aug-19,0.568,12.953,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.574,12.943,10.62,100.6,15.2
Counts,2019,7-Aug-19,0.58,12.953,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.582,12.948,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.584,12.953,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.585,12.943,10.62,100.6,15.2
Counts,2019,7-Aug-19,0.593,12.953,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.596,12.943,10.62,100.6,15.2
