Lake,Year,Date,Depth_m,Temp_C,DO_mgL,O2Sat%,SpecificConductivity_uscm
Lower Exeter,2021,25-Jul-21,0.415,7.2,11.62,96.2,20.9
Lower Exeter,2021,25-Jul-21,0.436,7.2,11.63,96.2,20.9
Lower Exeter,2021,25-Jul-21,0.453,7.2,11.63,96.2,20.9
Lower Exeter,2021,25-Jul-21,1.23,7.2,11.63,96.2,20.9
Lower Exeter,2021,25-Jul-21,1.23,7.2,11.64,96.3,20.9
Lower Exeter,2021,25-Jul-21,1.208,7.2,11.64,96.3,20.9
Lower Exeter,2021,25-Jul-21,1.022,7.2,11.64,96.3,20.9
Lower Exeter,2021,25-Jul-21,1.018,7.2,11.65,96.4,20.9
Lower Exeter,2021,25-Jul-21,0.981,7.2,11.65,96.4,20.9
Lower Exeter,2021,25-Jul-21,0.898,7.2,11.66,96.4,20.9
Lower Exeter,2021,25-Jul-21,0.817,7.2,11.66,96.5,20.9
Lower Exeter,2021,25-Jul-21,0.744,7.2,11.67,96.5,20.9
Lower Exeter,2021,25-Jul-21,0.688,7.2,11.67,96.5,20.9
Lower Exeter,2021,25-Jul-21,0.65,7.2,11.67,96.6,20.9
Lower Exeter,2021,25-Jul-21,0.62,7.2,11.67,96.6,20.9
Lower Exeter,2021,25-Jul-21,0.594,7.2,11.68,96.6,20.9
Lower Exeter,2021,25-Jul-21,0.565,7.2,11.68,96.7,20.9
Lower Exeter,2021,25-Jul-21,0.54,7.2,11.68,96.7,20.9
Lower Exeter,2021,25-Jul-21,0.519,7.2,11.69,96.7,20.9
Lower Exeter,2021,25-Jul-21,0.498,7.2,11.69,96.7,20.9
Lower Exeter,2021,25-Jul-21,0.483,7.2,11.69,96.8,20.9
Lower Exeter,2021,25-Jul-21,0.471,7.2,11.7,96.8,20.9
Lower Exeter,2021,25-Jul-21,0.462,7.2,11.7,96.8,20.9
Lower Exeter,2021,25-Jul-21,0.453,7.2,11.7,96.8,20.9
Lower Exeter,2021,25-Jul-21,0.449,7.2,11.7,96.8,20.9
Lower Exeter,2021,25-Jul-21,0.447,7.2,11.71,96.9,20.9
Lower Exeter,2021,25-Jul-21,0.445,7.2,11.71,96.9,20.9
Lower Exeter,2021,25-Jul-21,0.444,7.2,11.71,96.9,20.9
Lower Exeter,2021,25-Jul-21,0.444,7.2,11.71,96.9,20.9
Lower Exeter,2021,25-Jul-21,0.446,7.2,11.72,96.9,20.9
Lower Exeter,2021,25-Jul-21,0.449,7.2,11.72,96.9,20.9
Lower Exeter,2021,25-Jul-21,0.453,7.2,11.72,97,20.9
Lower Exeter,2021,25-Jul-21,0.457,7.2,11.72,97,20.9
Lower Exeter,2021,25-Jul-21,0.46,7.2,11.72,97,20.9
Lower Exeter,2021,25-Jul-21,0.464,7.2,11.72,97,20.9
Lower Exeter,2021,25-Jul-21,0.467,7.2,11.72,97,20.9
Lower Exeter,2021,25-Jul-21,0.471,7.2,11.72,97,20.9
Lower Exeter,2021,25-Jul-21,0.474,7.2,11.73,97,20.9
Lower Exeter,2021,25-Jul-21,0.479,7.2,11.73,97,20.9
Lower Exeter,2021,25-Jul-21,0.484,7.2,11.73,97.1,20.9
Lower Exeter,2021,25-Jul-21,0.489,7.2,11.73,97.1,20.9
Lower Exeter,2021,25-Jul-21,0.495,7.2,11.73,97.1,20.9
Lower Exeter,2021,25-Jul-21,0.501,7.2,11.73,97.1,20.9
Lower Exeter,2021,25-Jul-21,0.506,7.2,11.73,97.1,20.9
Lower Exeter,2021,25-Jul-21,0.508,7.2,11.73,97.1,20.9
Lower Exeter,2021,25-Jul-21,0.499,7.2,11.73,97.1,20.9
Lower Exeter,2021,25-Jul-21,0.496,7.2,11.73,97.1,20.9
Lower Exeter,2021,25-Jul-21,0.496,7.2,11.73,97.1,20.9
Lower Exeter,2021,25-Jul-21,0.498,7.2,11.73,97.1,20.9
Lower Exeter,2021,25-Jul-21,0.505,7.2,11.74,97.1,20.9
Lower Exeter,2021,25-Jul-21,0.512,7.2,11.74,97.1,20.9
Lower Exeter,2021,25-Jul-21,0.519,7.2,11.74,97.1,20.9
Lower Exeter,2021,25-Jul-21,0.526,7.2,11.74,97.1,20.9
Lower Exeter,2021,25-Jul-21,0.533,7.2,11.74,97.1,20.9
Lower Exeter,2021,25-Jul-21,0.546,7.2,11.74,97.2,20.9
Lower Exeter,2021,25-Jul-21,0.556,7.2,11.74,97.2,20.9
Lower Exeter,2021,25-Jul-21,0.566,7.2,11.74,97.2,20.9
Lower Exeter,2021,25-Jul-21,0.577,7.2,11.74,97.2,20.9
Lower Exeter,2021,25-Jul-21,0.59,7.2,11.74,97.2,20.9
Lower Exeter,2021,25-Jul-21,0.6,7.2,11.74,97.2,20.9
Lower Exeter,2021,25-Jul-21,0.61,7.2,11.74,97.2,20.9
Lower Exeter,2021,25-Jul-21,0.619,7.2,11.75,97.2,20.9
Lower Exeter,2021,25-Jul-21,0.627,7.2,11.75,97.2,20.9
Lower Exeter,2021,25-Jul-21,0.637,7.2,11.75,97.2,20.9
Lower Exeter,2021,25-Jul-21,0.644,7.2,11.75,97.2,20.9
Lower Exeter,2021,25-Jul-21,0.652,7.2,11.75,97.2,20.9
Lower Exeter,2021,25-Jul-21,0.658,7.2,11.75,97.2,20.9
Lower Exeter,2021,25-Jul-21,0.665,7.2,11.75,97.2,20.9
Lower Exeter,2021,25-Jul-21,0.67,7.2,11.75,97.2,20.9
Lower Exeter,2021,25-Jul-21,0.676,7.2,11.75,97.2,20.9
Lower Exeter,2021,25-Jul-21,0.685,7.2,11.75,97.2,20.9
Lower Exeter,2021,25-Jul-21,0.697,7.2,11.75,97.2,20.9
Lower Exeter,2021,25-Jul-21,0.709,7.2,11.75,97.2,20.9
Lower Exeter,2021,25-Jul-21,0.722,7.2,11.75,97.2,20.9
Lower Exeter,2021,25-Jul-21,0.734,7.2,11.75,97.2,20.9
Lower Exeter,2021,25-Jul-21,0.747,7.2,11.75,97.3,20.9
Lower Exeter,2021,25-Jul-21,0.764,7.2,11.75,97.3,20.9
Lower Exeter,2021,25-Jul-21,0.778,7.2,11.75,97.3,20.9
Lower Exeter,2021,25-Jul-21,0.794,7.2,11.75,97.3,20.9
Lower Exeter,2021,25-Jul-21,0.811,7.2,11.75,97.3,20.9
Lower Exeter,2021,25-Jul-21,0.834,7.2,11.75,97.3,20.9
Lower Exeter,2021,25-Jul-21,0.852,7.2,11.75,97.3,20.9
Lower Exeter,2021,25-Jul-21,0.871,7.2,11.76,97.3,20.9
Lower Exeter,2021,25-Jul-21,0.889,7.2,11.76,97.3,20.9
Lower Exeter,2021,25-Jul-21,0.912,7.2,11.76,97.3,20.9
Lower Exeter,2021,25-Jul-21,0.93,7.2,11.76,97.3,20.9
Lower Exeter,2021,25-Jul-21,0.948,7.2,11.76,97.3,20.9
Lower Exeter,2021,25-Jul-21,0.966,7.2,11.76,97.3,20.9
Lower Exeter,2021,25-Jul-21,0.984,7.2,11.76,97.3,20.9
Lower Exeter,2021,25-Jul-21,1.005,7.2,11.76,97.3,20.9
Lower Exeter,2021,25-Jul-21,1.023,7.2,11.76,97.3,20.9
Lower Exeter,2021,25-Jul-21,1.041,7.2,11.76,97.3,20.9
Lower Exeter,2021,25-Jul-21,1.059,7.2,11.76,97.3,20.9
Lower Exeter,2021,25-Jul-21,1.081,7.2,11.76,97.3,20.9
Lower Exeter,2021,25-Jul-21,1.1,7.2,11.76,97.3,20.9
Lower Exeter,2021,25-Jul-21,1.118,7.2,11.76,97.3,20.9
Lower Exeter,2021,25-Jul-21,1.137,7.2,11.76,97.3,20.9
Lower Exeter,2021,25-Jul-21,1.159,7.2,11.76,97.3,20.9
Lower Exeter,2021,25-Jul-21,1.178,7.2,11.76,97.3,20.9
Lower Exeter,2021,25-Jul-21,1.196,7.2,11.77,97.3,20.9
Lower Exeter,2021,25-Jul-21,1.209,7.2,11.77,97.3,20.9
Lower Exeter,2021,25-Jul-21,1.225,7.2,11.77,97.3,20.9
Lower Exeter,2021,25-Jul-21,1.235,7.2,11.77,97.3,20.9
Lower Exeter,2021,25-Jul-21,1.244,7.2,11.77,97.3,20.9
Lower Exeter,2021,25-Jul-21,1.254,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.26,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.267,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.27,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.27,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.269,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.263,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.255,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.245,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.232,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.546,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.494,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.49,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.468,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.519,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.547,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.556,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.557,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.557,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.557,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.558,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.559,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.56,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.56,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.563,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.57,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.579,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.589,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.601,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.608,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.614,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.62,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.627,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.635,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.644,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.653,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.664,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.676,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.686,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.695,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.704,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.712,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.72,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.727,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.733,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.739,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.746,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.752,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.757,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.761,7.2,11.77,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.767,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.776,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.788,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.797,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.808,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.821,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.833,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,0.844,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,0.855,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,0.869,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,0.882,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,0.896,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,0.91,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,0.925,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,0.94,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,0.952,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,0.965,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,0.98,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,0.994,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.007,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.02,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.034,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.045,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.055,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.064,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.071,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.083,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.092,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.101,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.11,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.12,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.129,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.138,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.147,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.157,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.166,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.174,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.183,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.193,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.2,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.208,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.215,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.221,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.231,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.239,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.247,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.257,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.269,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.28,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.29,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.302,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.312,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.325,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.336,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.348,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.362,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.379,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.393,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.408,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.423,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.442,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.46,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.479,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.498,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.518,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.543,7.2,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.565,7.1,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.588,7.1,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.61,7.1,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.637,7.1,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.661,7.1,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.685,7.1,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.71,7.1,11.78,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.742,7.1,11.79,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.769,7.1,11.79,97.4,20.9
Lower Exeter,2021,25-Jul-21,1.797,7.1,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.826,7.1,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.855,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.891,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.924,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.957,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.991,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.031,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.062,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.092,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.12,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.148,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.18,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.206,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.231,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.256,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.283,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.303,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.322,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.339,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.358,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.374,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.389,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.403,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.415,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.428,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.438,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.446,7.2,11.78,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.453,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.46,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.466,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.47,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.475,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.48,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.483,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.484,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.485,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.485,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.483,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.48,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.477,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.471,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.462,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.453,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.442,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.431,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.418,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.407,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.395,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.384,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.373,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.36,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.349,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.338,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.328,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.318,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.309,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.3,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.293,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.284,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.272,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.263,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.251,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.241,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.229,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.216,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.204,7.1,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.192,7.1,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.178,7.1,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.167,7.1,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.156,7.1,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.144,7.1,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.133,7.1,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.119,7.1,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.107,7.1,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.095,7.1,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.086,7.1,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.074,7.1,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.064,7.1,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.055,7.1,11.8,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.046,7.1,11.8,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.038,7.1,11.8,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.029,7.1,11.8,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.021,7.1,11.8,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.014,7.1,11.8,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.007,7.1,11.8,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.999,7.1,11.8,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.992,7.2,11.8,97.6,20.9
Lower Exeter,2021,25-Jul-21,1.985,7.2,11.8,97.6,20.9
Lower Exeter,2021,25-Jul-21,1.978,7.2,11.8,97.6,20.9
Lower Exeter,2021,25-Jul-21,1.969,7.2,11.8,97.6,20.9
Lower Exeter,2021,25-Jul-21,1.962,7.2,11.8,97.6,20.9
Lower Exeter,2021,25-Jul-21,1.955,7.2,11.8,97.6,20.9
Lower Exeter,2021,25-Jul-21,1.947,7.2,11.8,97.6,20.9
Lower Exeter,2021,25-Jul-21,1.94,7.2,11.8,97.6,20.9
Lower Exeter,2021,25-Jul-21,1.931,7.2,11.8,97.6,20.9
Lower Exeter,2021,25-Jul-21,1.924,7.2,11.8,97.6,20.9
Lower Exeter,2021,25-Jul-21,1.917,7.2,11.8,97.6,20.9
Lower Exeter,2021,25-Jul-21,1.911,7.2,11.8,97.6,20.9
Lower Exeter,2021,25-Jul-21,1.904,7.2,11.79,97.6,20.9
Lower Exeter,2021,25-Jul-21,1.899,7.2,11.8,97.6,20.9
Lower Exeter,2021,25-Jul-21,1.893,7.2,11.79,97.6,20.9
Lower Exeter,2021,25-Jul-21,1.89,7.2,11.79,97.6,20.9
Lower Exeter,2021,25-Jul-21,1.89,7.2,11.79,97.6,20.9
Lower Exeter,2021,25-Jul-21,1.893,7.2,11.79,97.6,20.9
Lower Exeter,2021,25-Jul-21,1.899,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.905,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.911,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.919,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.927,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.935,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.944,7.2,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.957,7.1,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.969,7.1,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.983,7.1,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,1.996,7.1,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.011,7.1,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.03,7.1,11.79,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.046,7.1,11.8,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.063,7.1,11.8,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.079,7.1,11.8,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.1,7.1,11.8,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.116,7.1,11.8,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.133,7.1,11.8,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.15,7.1,11.8,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.169,7.1,11.8,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.187,7.1,11.8,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.204,7.1,11.8,97.5,20.9
Lower Exeter,2021,25-Jul-21,2.221,7.1,11.8,97.5,20.9
