Lake,Year,Date,Month,LAB ID,Depth,Conductivity,TDS,Hardness,pH,TSS,IB,Turbidity,Alkalinity,Bicarbonate,Carbonate,Hydroxide,Chloride,Fluoride,Sulphate,AmmoniaN,NitrateN,NitriteN,Orthophosphate ,Phosphorus,TKN,Total Nitrogen,Aluminum,Antimony ,Arsenic,Barium ,Beryllium,Bismuth,Boron ,Cadmium,Calcium,Cesium,Chromium,Cobalt,Copper,Iron,Lead,Lithium,Magnesium,Manganese,Mercury,Molybdenum,Nickel,Potassium,Rubidium,Selenium,Silicon,Silver,Sodium,Strontium,Sulfur,Tellurium,Thallium,Thorium,Tin,Titanium,Tungsten,Uranium,Vanadium,Zinc,Zirconium,TOC,Radium.226,Notes,Nitrate and Nitrite (as N),Anion Sum,Cation Sum,,,,,
S5,2017,20-Apr-17,April,L1917931-2,Deep,37.8,20.5,8.56,6.88,<3.0,,0.15,5.9,5.9,<1.0,<1.0,3.07,0.023,4.9,0.0118,0.0349,<0.0010,<0.0010,0.0031,0.148,,0.00262,<0.000020,0.000191,0.00254,<0.000010,<0.0000050,<0.0050,<0.0000050,1.66,0.00001,<0.00010,0.0000151,0.00048,0.0022,<0.000010,0.00137,1.08,0.00176,<0.0000050,0.000507,0.000933,1.06,0.00224,<0.000040,0.078,<0.0000050,2.62,0.0181,1.7,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000289,<0.000050,<0.00050,<0.000060,2.4,,,,,,,,,,
S5,2017,20-Apr-17,April,L1917931-1,Deep,36.1,20.8,8.58,6.83,<3.0,,0.14,5.8,5.8,<1.0,<1.0,3.16,0.023,4.99,0.012,0.0336,<0.0010,0.001,0.0029,0.152,,0.00265,<0.000020,0.000193,0.00248,<0.000010,<0.0000050,<0.0050,<0.0000050,1.66,<0.000010,<0.00010,0.0000154,0.00049,0.0022,<0.000010,0.00148,1.08,0.00179,<0.0000050,0.00054,0.000894,1.09,0.0022,<0.000040,0.077,<0.0000050,2.73,0.0186,1.72,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000285,<0.000050,0.00052,<0.000060,2.45,,,,,,,,,,
S5,2017,3-Aug-17,August,L1971954-18,Top,28.7,17.4,7.64,6.9,<3.0,,0.19,4.6,4.6,<1.0,<1.0,2.42,0.021,4.05,<0.0050,<0.0030,<0.0010,<0.0010,<0.0020,0.134,,0.00526,<0.000020,0.000192,0.00402,<0.000010,<0.0000050,<0.0050,<0.0000050,1.43,<0.000010,0.00017,0.0000526,0.00124,0.0067,0.000016,0.00171,0.986,0.00321,<0.0000050,0.000365,0.00268,0.956,0.00179,<0.000040,<0.050,<0.0000050,2.03,0.0141,1.24,<0.00020,<0.0000020,<0.00010,0.000051,<0.00050,<0.00010,0.0000349,<0.000050,0.00485,<0.000060,2.72,,,,,,,,,,
S5,2017,3-Aug-17,August,L1971954-17,Top,28.6,17.7,7.51,6.89,<3.0,,0.23,4.6,4.6,<1.0,<1.0,2.37,0.02,4.03,<0.0050,<0.0030,<0.0010,<0.0010,<0.0020,0.139,,0.00492,<0.000020,0.000178,0.0023,<0.000010,<0.0000050,<0.0050,<0.0000050,1.45,<0.000010,<0.00010,0.0000224,0.00067,0.0056,<0.000010,0.00142,0.944,0.00263,<0.0000050,0.000358,0.000964,0.909,0.00198,<0.000040,<0.050,<0.0000050,2.06,0.0146,1.2,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000314,<0.000050,0.00078,<0.000060,3.12,,,,,,,,,,
S5,2017,3-Aug-17,August,L1971954-16,Mid,26.2,16.7,7.24,6.88,<3.0,,0.19,4.4,4.4,<1.0,<1.0,2.1,0.021,3.75,<0.0050,<0.0030,<0.0010,<0.0010,<0.0020,0.139,,0.00389,<0.000020,0.000194,0.00209,<0.000010,<0.0000050,<0.0050,<0.0000050,1.39,<0.000010,<0.00010,0.0000277,0.0006,0.0048,<0.000010,0.00143,0.913,0.00277,<0.0000050,0.000296,0.00096,0.84,0.00182,<0.000040,<0.050,<0.0000050,1.81,0.0135,1.11,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000332,<0.000050,<0.00050,<0.000060,3.19,,,,,,,,,,
S5,2017,3-Aug-17,August,L1971954-15,Mid,26.5,16.7,7.1,6.88,<3.0,,0.23,4.7,4.7,<1.0,<1.0,2.09,0.02,3.73,<0.0050,<0.0030,<0.0010,<0.0010,<0.0020,0.135,,0.00346,<0.000020,0.000187,0.0025,<0.000010,<0.0000050,<0.0050,<0.0000050,1.36,<0.000010,<0.00010,0.0000209,0.0006,0.005,<0.000010,0.00139,0.9,0.00264,<0.0000050,0.000317,0.00105,0.842,0.00178,<0.000040,<0.050,<0.0000050,1.79,0.0133,1.2,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000324,<0.000050,0.00093,<0.000060,3.11,,,,,,,,,,
S6,2017,20-Apr-17,April,L1917931-8,Mid,26.2,15.2,7,6.89,<3.0,,0.13,5.1,5.1,<1.0,<1.0,1.81,0.022,3.49,0.0104,<0.0030,<0.0010,<0.0010,<0.0020,0.14,,0.00253,<0.000020,0.000168,0.00215,<0.000010,<0.0000050,<0.0050,<0.0000050,1.32,<0.000010,<0.00010,0.0000142,0.00052,0.002,<0.000010,0.00131,0.901,0.000842,<0.0000050,0.000226,0.000914,0.757,0.00171,<0.000040,<0.050,<0.0000050,1.49,0.0131,1.23,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000333,<0.000050,<0.00050,<0.000060,2.36,,,,,,,,,,
S6,2017,20-Apr-17,April,L1917931-7,Mid,26.2,15.3,6.97,6.88,<3.0,,0.14,4.9,4.9,<1.0,<1.0,1.81,0.022,3.46,0.0108,<0.0030,<0.0010,<0.0010,0.0026,0.142,,0.00228,<0.000020,0.000184,0.00202,<0.000010,<0.0000050,<0.0050,<0.0000050,1.32,<0.000010,<0.00010,0.0000162,0.00048,0.0011,<0.000010,0.00129,0.892,0.000818,<0.0000050,0.000228,0.000877,0.753,0.00177,<0.000040,<0.050,<0.0000050,1.51,0.0129,1.2,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000316,<0.000050,0.00097,<0.000060,2.53,,,,,,,,,,
S6,2017,20-Apr-17,April,L1917931-6,Deep,25.9,14.8,6.92,6.87,5.7,,0.14,4.8,4.8,<1.0,<1.0,1.78,0.022,3.42,0.0122,0.0146,<0.0010,<0.0010,<0.0020,0.136,,0.00202,<0.000020,0.000195,0.00217,<0.000010,<0.0000050,<0.0050,<0.0000050,1.31,<0.000010,<0.00010,0.0000151,0.00047,0.0015,<0.000010,0.00128,0.89,0.00144,<0.0000050,0.000212,0.000879,0.748,0.00181,<0.000040,<0.050,<0.0000050,1.44,0.0127,1.13,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000303,<0.000050,0.00072,<0.000060,2.26,,,,,,,,,,
S6,2017,20-Apr-17,April,L1917931-5,Deep,26,14.9,6.94,6.84,27.1,,0.15,4.8,4.8,<1.0,<1.0,1.79,0.022,3.43,0.012,0.0152,<0.0010,<0.0010,<0.0020,0.136,,0.00247,<0.000020,0.000199,0.00205,<0.000010,<0.0000050,<0.0050,<0.0000050,1.32,<0.000010,<0.00010,0.0000172,0.00045,0.0014,<0.000010,0.00135,0.885,0.00147,<0.0000050,0.000209,0.00091,0.747,0.00166,<0.000040,<0.050,<0.0000050,1.49,0.0128,1.19,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000313,<0.000050,<0.00050,<0.000060,2.3,,,,,,,,,,
S6,2017,3-Aug-17,August,L1971954-22,Top,26.9,16.2,7.06,6.89,<3.0,,0.17,4.5,4.5,<1.0,<1.0,2.12,0.02,3.76,<0.0050,<0.0030,<0.0010,<0.0010,<0.0020,0.158,,0.00358,<0.000020,0.000201,0.00224,<0.000010,<0.0000050,<0.0050,<0.0000050,1.35,<0.000010,<0.00010,0.0000241,0.00063,0.0048,0.000028,0.00136,0.898,0.00259,<0.0000050,0.000277,0.001,0.845,0.0019,<0.000040,<0.050,<0.0000050,1.82,0.0132,1.19,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000308,<0.000050,0.00051,<0.000060,2.69,,,,,,,,,,
S6,2017,3-Aug-17,August,L1971954-21,Top,26.2,16.1,7.15,6.88,<3.0,,0.17,4.7,4.7,<1.0,<1.0,2.04,0.021,3.69,<0.0050,<0.0030,<0.0010,<0.0010,<0.0020,0.136,,0.00343,<0.000020,0.000178,0.0022,<0.000010,<0.0000050,<0.0050,<0.0000050,1.39,<0.000010,<0.00010,0.000021,0.00056,0.0047,<0.000010,0.00135,0.893,0.00251,<0.0000050,0.00029,0.00093,0.811,0.00177,<0.000040,<0.050,<0.0000050,1.73,0.0131,1.22,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000322,<0.000050,0.00057,<0.000060,2.68,,,,,,,,,,
S6,2017,3-Aug-17,August,L1971954-20,Mid,25.3,15.7,7.02,6.88,<3.0,,0.19,4.6,4.6,<1.0,<1.0,1.89,0.02,3.53,<0.0050,<0.0030,<0.0010,<0.0010,<0.0020,0.148,,0.00383,<0.000020,0.000207,0.00205,<0.000010,<0.0000050,<0.0050,<0.0000050,1.35,<0.000010,<0.00010,0.0000246,0.00057,0.0047,<0.000010,0.00139,0.885,0.0027,<0.0000050,0.000232,0.000945,0.802,0.00173,<0.000040,<0.050,<0.0000050,1.61,0.0127,1.08,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000332,<0.000050,<0.00050,<0.000060,2.79,,,,,,,,,,
S6,2017,3-Aug-17,August,L1971954-19,Mid,25.1,15.5,7.04,6.88,<3.0,,0.19,4.5,4.5,<1.0,<1.0,1.89,0.02,3.53,<0.0050,<0.0030,<0.0010,<0.0010,<0.0020,0.138,,0.00344,<0.000020,0.000195,0.00204,<0.000010,<0.0000050,<0.0050,<0.0000050,1.34,<0.000010,<0.00010,0.0000306,0.00069,0.0049,<0.000010,0.00136,0.898,0.0029,<0.0000050,0.000283,0.000958,0.794,0.00189,<0.000040,<0.050,<0.0000050,1.63,0.0125,1.01,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000333,<0.000050,0.00227,<0.000060,2.65,,,,,,,,,,
Slipper,2017,23-Apr-17,April,L1917935-1,Mid,452,252,59.6,7.36,<3.0,,0.26,39.3,39.3,<1.0,<1.0,65,0.043,68.7,0.0514,0.221,0.0012,<0.0010,0.0113,0.35,,0.00204,0.000218,0.00031,0.0292,<0.000010,<0.0000050,0.0141,<0.0000050,12.4,0.000042,<0.00010,0.0000327,0.00111,0.0119,0.00001,0.00213,6.93,0.0332,<0.0000050,0.0138,0.00135,14.1,0.0208,0.000041,0.521,<0.0000050,54.3,0.237,23.7,<0.00020,0.000003,<0.00010,<0.000020,<0.00050,<0.00010,0.0000996,<0.000050,0.00178,<0.000060,5.56,,,,,,,,,,
Slipper,2017,23-Apr-17,April,L1917935-8,Mid,455,250,59.7,7.31,<3.0,,0.21,38.6,38.6,<1.0,<1.0,65,0.043,68.8,0.0519,0.222,0.0014,<0.0010,0.0042,0.345,,0.00205,0.000221,0.000326,0.0297,<0.000010,<0.0000050,0.0141,<0.0000050,12.8,0.000045,<0.00010,0.0000325,0.00099,0.0115,0.00001,0.00235,6.72,0.0322,<0.0000050,0.0139,0.00134,13.9,0.0207,0.000047,0.507,<0.0000050,53.3,0.239,23,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.000103,<0.000050,0.00108,<0.000060,5.42,,,,,,,,,,
Slipper,2017,23-Apr-17,April,L1917935-7,Deep,467,258,62.1,7.41,<3.0,,0.31,40.6,40.6,<1.0,<1.0,66.6,0.043,70.4,0.047,0.23,0.0012,<0.0010,0.0024,0.355,,0.00243,0.000209,0.000298,0.0306,<0.000010,<0.0000050,0.014,<0.0000050,13.3,0.000048,<0.00010,0.0000455,0.00105,0.0168,<0.000010,0.00224,7.01,0.0586,<0.0000050,0.0123,0.00133,14.1,0.0212,0.000044,0.602,<0.0000050,55.3,0.241,23.6,<0.00020,0.0000068,<0.00010,<0.000020,<0.00050,<0.00010,0.0000988,<0.000050,0.00066,<0.000060,5.53,,,,,,,,,,
Slipper,2017,23-Apr-17,April,L1917935-6,Deep,471,256,61.1,7.29,<3.0,,0.34,40,40,<1.0,<1.0,66.8,0.042,70.6,0.0456,0.23,0.0016,<0.0010,0.0092,0.35,,0.00222,0.000204,0.000317,0.0309,<0.000010,<0.0000050,0.0146,<0.0000050,13,0.000044,<0.00010,0.0000419,0.001,0.0165,<0.000010,0.00226,6.98,0.0563,<0.0000050,0.0122,0.00131,14,0.0208,<0.000040,0.624,<0.0000050,54.4,0.243,23.7,<0.00020,0.0000029,<0.00010,<0.000020,<0.00050,<0.00010,0.0000924,<0.000050,0.00084,<0.000060,5.45,,,,,,,,,,
Slipper,2017,8-Aug-17,August,L1974021-12,Top,281,163,40.7,7.61,<3.0,,0.86,25.1,25.1,<1.0,<1.0,42,0.038,42.2,<0.0050,<0.0030,<0.0010,<0.0010,0.0067,0.301,,0.0141,0.000188,0.000428,0.0168,<0.000010,<0.0000050,0.0098,<0.0000050,8.41,0.000037,<0.00010,0.0000783,0.00102,0.047,0.000014,0.00212,4.78,0.027,<0.0000050,0.0146,0.000921,9.81,0.0142,<0.000040,0.137,<0.0000050,36.2,0.149,14.9,<0.00020,0.0000044,<0.00010,<0.000020,<0.00050,<0.00010,0.000115,0.000089,<0.00050,<0.000060,4.67,,,,,,,,,,
Slipper,2017,8-Aug-17,August,L1974021-11,Top,280,159,39.7,7.6,<3.0,,1.05,24.7,24.7,<1.0,<1.0,42,0.039,42.1,<0.0050,<0.0030,<0.0010,<0.0010,0.0069,0.312,,0.0186,0.00022,0.00049,0.0161,<0.00010,<0.000050,<0.010,0.000006,8.62,0.00004,<0.00010,<0.00010,0.00108,0.07,<0.000050,0.0016,4.42,0.0247,<0.0000050,0.0164,0.00097,9.08,0.014,0.000057,0.14,<0.000010,33.4,0.167,14.8,<0.00020,<0.000010,<0.00010,<0.00010,<0.00060,<0.00010,0.000135,<0.00050,<0.0030,<0.000060,4.64,,,,,,,,,,
Slipper,2017,8-Aug-17,August,L1974021-10,Mid,282,164,41.9,7.58,<3.0,,0.84,24.8,24.8,<1.0,<1.0,41.8,0.039,42,<0.0050,<0.0030,<0.0010,<0.0010,0.0081,0.303,,0.0141,0.000197,0.000421,0.0171,<0.000010,<0.0000050,0.0097,<0.0000050,8.71,0.000038,<0.00010,0.0000877,0.00103,0.0518,0.00001,0.00213,4.89,0.0322,<0.0000050,0.0148,0.000967,9.93,0.0143,0.000058,0.109,<0.0000050,37,0.154,14.9,<0.00020,0.0000046,<0.00010,<0.000020,<0.00050,<0.00010,0.000115,0.000088,<0.00050,<0.000060,4.71,,,,,,,,,,
Slipper,2017,8-Aug-17,August,L1974021-9,Mid,283,162,40.4,7.58,<3.0,,0.84,24.6,24.6,<1.0,<1.0,41.7,0.039,41.9,<0.0050,<0.0030,<0.0010,<0.0010,0.0077,0.314,,0.0128,0.000192,0.000436,0.0167,<0.000010,<0.0000050,0.0098,0.0000056,8.42,0.000037,<0.00010,0.0000826,0.00102,0.0512,<0.000010,0.00216,4.7,0.0318,<0.0000050,0.0145,0.000934,9.62,0.0143,0.000045,0.102,<0.0000050,35.7,0.155,15,<0.00020,0.0000044,<0.00010,<0.000020,<0.00050,<0.00010,0.000111,<0.000050,<0.00050,<0.000060,4.71,,,,,,,,,,
Upper Exeter,2017,22-Apr-17,April,L1917933-4,Mid,26.1,15.9,8.77,6.88,<3.0,,0.15,5.8,5.8,<1.0,<1.0,<0.50,0.027,4.34,0.0222,0.0161,<0.0010,<0.0010,0.0024,0.173,,0.00377,<0.000020,0.000187,0.00262,<0.000010,<0.0000050,<0.0050,<0.0000050,1.42,<0.000010,<0.00010,0.000023,0.00085,0.0053,0.000021,0.0011,1.27,0.00152,<0.0000050,<0.000050,0.00117,0.774,0.002,<0.000040,0.136,<0.0000050,0.842,0.0106,1.42,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000124,<0.000050,0.00163,<0.000060,3.64,,,,,,,,,,
Upper Exeter,2017,22-Apr-17,April,L1917933-3,Mid,27.3,15.9,8.78,6.8,<3.0,,0.19,5.9,5.9,<1.0,<1.0,<0.50,0.025,4.34,0.0205,0.0211,<0.0010,<0.0010,0.0031,0.173,,0.00363,<0.000020,0.000171,0.00275,<0.000010,<0.0000050,<0.0050,<0.0000050,1.41,0.00001,<0.00010,0.0000227,0.00073,0.0065,<0.000010,0.00114,1.28,0.00203,<0.0000050,<0.000050,0.00118,0.777,0.00204,<0.000040,0.146,<0.0000050,0.848,0.0106,1.44,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000122,<0.000050,0.00076,<0.000060,3.58,,,,,,,,,,
Upper Exeter,2017,22-Apr-17,April,L1917933-2,Deep,29.9,17.6,9.7,6.8,<3.0,,0.18,6.7,6.7,<1.0,<1.0,<0.50,0.027,4.62,0.0136,0.0537,<0.0010,<0.0010,0.0099,0.165,,0.0041,<0.000020,0.000193,0.00352,<0.000010,<0.0000050,<0.0050,<0.0000050,1.57,0.000011,<0.00010,0.0000393,0.0007,0.0103,<0.000010,0.00119,1.4,0.0158,<0.0000050,<0.000050,0.00146,0.841,0.00215,<0.000040,0.23,<0.0000050,0.928,0.0126,1.6,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000125,<0.000050,<0.00050,<0.000060,3.94,,,,,,,,,,
Upper Exeter,2017,22-Apr-17,April,L1917933-1,Deep,29.4,18.3,9.9,6.76,<3.0,,0.17,6.8,6.8,<1.0,<1.0,<0.50,0.027,4.64,0.0144,0.0534,<0.0010,<0.0010,0.004,0.16,,0.0039,<0.000020,0.000189,0.00348,<0.000010,<0.0000050,<0.0050,<0.0000050,1.63,0.000011,<0.00010,0.0000405,0.00071,0.0102,<0.000010,0.0013,1.42,0.0154,<0.0000050,<0.000050,0.00141,0.858,0.00215,<0.000040,0.227,<0.0000050,0.927,0.0128,1.55,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000135,<0.000050,0.00145,<0.000060,4.39,,,,,,,,,,
Upper Exeter,2017,8-Aug-17,August,L1974021-4,Top,20.6,14,7.81,6.89,<3.0,,0.36,4.7,4.7,<1.0,<1.0,<0.50,0.026,3.68,<0.0050,<0.0030,<0.0010,<0.0010,0.0038,0.188,,0.0072,<0.000020,0.000193,0.00227,<0.000010,<0.0000050,<0.0050,<0.0000050,1.24,0.000013,<0.00010,0.0000318,0.0008,0.0152,<0.000010,0.00152,1.15,0.00397,<0.0000050,<0.000050,0.000934,0.749,0.00189,<0.000040,0.089,<0.0000050,0.784,0.00827,1.22,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000115,<0.000050,<0.00050,<0.000060,3.57,,,,,,,,,,
Upper Exeter,2017,8-Aug-17,August,L1974021-16,Top,20.7,13.7,7.69,6.92,<3.0,,0.34,4.8,4.8,<1.0,<1.0,<0.50,0.027,3.71,0.0109,<0.0030,<0.0010,<0.0010,0.0045,0.193,,0.00767,<0.000020,0.000201,0.00231,<0.000010,<0.0000050,<0.0050,<0.0000050,1.21,0.000012,<0.00010,0.0000356,0.00074,0.0157,<0.000010,0.0014,1.13,0.00405,<0.0000050,<0.000050,0.000937,0.761,0.00189,<0.000040,0.116,<0.0000050,0.767,0.00822,1.28,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000131,<0.000050,0.00056,<0.000060,3.21,,,,,,,,,,
Upper Exeter,2017,8-Aug-17,August,L1974021-3,Mid,21.1,13.8,7.6,6.87,<3.0,,0.35,4.9,4.9,<1.0,<1.0,<0.50,0.027,3.68,<0.0050,<0.0030,<0.0010,<0.0010,0.0037,<0.050,,0.0068,<0.000020,0.000182,0.00218,<0.000010,<0.0000050,<0.0050,<0.0000050,1.18,0.000013,<0.00010,0.0000384,0.00071,0.0156,<0.000010,0.00143,1.13,0.00424,<0.0000050,<0.000050,0.000956,0.751,0.00189,<0.000040,0.109,<0.0000050,0.786,0.00823,1.24,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000123,<0.000050,0.00052,<0.000060,3.3,,,,,,,,,,
Upper Exeter,2017,8-Aug-17,August,L1974021-15,Mid,21.3,13.9,7.58,6.93,<3.0,,0.34,4.9,4.9,<1.0,<1.0,<0.50,0.026,3.7,<0.0050,<0.0030,<0.0010,<0.0010,0.0041,0.172,,0.00798,<0.000020,0.000179,0.00232,<0.000010,<0.0000050,<0.0050,<0.0000050,1.18,0.000012,<0.00010,0.0000382,0.00072,0.0159,<0.000010,0.00136,1.12,0.00409,<0.0000050,<0.000050,0.000959,0.755,0.00189,<0.000040,0.092,<0.0000050,0.773,0.0082,1.22,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.000011,<0.000050,<0.00050,<0.000060,3.42,,,,,,,,,,
Upper Exeter,2017,1-Oct-17,September,L2003024-8,Mid,21.9,14.3,7.75,6.89,<3.0,,0.34,4.9,4.9,<1.0,<1.0,<0.50,0.027,4.03,<0.0050,<0.0030,<0.0010,<0.0010,0.0036,0.167,,0.00429,<0.000020,0.000167,0.00203,<0.000010,<0.0000050,<0.0050,<0.0000050,1.23,0.000011,<0.00010,0.0000344,0.00064,0.011,<0.000010,0.00155,1.14,0.00358,<0.0000050,<0.000050,0.000866,0.775,0.00196,<0.000040,0.078,<0.0000050,0.742,0.00898,1.38,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000095,<0.000050,<0.00050,<0.000060,3.36,,,,,,,,,,
Upper Exeter,2017,1-Oct-17,September,L2003024-9,Mid,21.6,14.7,7.83,6.9,<3.0,,0.32,4.8,4.8,<1.0,<1.0,<0.50,0.027,4.01,<0.0050,<0.0030,<0.0010,<0.0010,0.0038,0.153,,0.00508,<0.000020,0.000189,0.00203,<0.000010,<0.0000050,<0.0050,<0.0000050,1.26,0.000011,<0.00010,0.0000365,0.00065,0.0113,<0.000010,0.00157,1.14,0.00372,<0.0000050,<0.000050,0.00123,0.786,0.00195,<0.000040,0.074,<0.0000050,0.748,0.00913,1.4,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000097,<0.000050,<0.00050,<0.000060,3.85,,,,,,,,,,
Upper Exeter,2017,1-Oct-17,September,L2003024-10,Top,21.7,14.4,7.77,6.89,<3.0,,0.34,4.9,4.9,<1.0,<1.0,<0.50,0.026,4.02,<0.0050,<0.0030,<0.0010,<0.0010,0.004,0.16,,0.00498,<0.000020,0.000185,0.00201,<0.000010,<0.0000050,<0.0050,<0.0000050,1.25,0.000011,<0.00010,0.0000355,0.00063,0.0122,<0.000010,0.00155,1.13,0.00364,<0.0000050,<0.000050,0.000874,0.768,0.00193,<0.000040,0.079,<0.0000050,0.739,0.00899,1.29,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000105,<0.000050,0.00056,<0.000060,3.48,,,,,,,,,,
Upper Exeter,2017,1-Oct-17,September,L2003024-11,Top,21.9,14.3,7.88,6.88,<3.0,,0.39,4.7,4.7,<1.0,<1.0,<0.50,0.026,4.04,<0.0050,<0.0030,<0.0010,<0.0010,0.0031,0.17,,0.00491,<0.000020,0.000185,0.00204,<0.000010,<0.0000050,<0.0050,<0.0000050,1.26,0.000011,<0.00010,0.0000379,0.00067,0.0116,<0.000010,0.00151,1.15,0.00358,<0.0000050,<0.000050,0.000906,0.778,0.00194,<0.000040,0.076,<0.0000050,0.753,0.0091,1.37,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000099,<0.000050,0.00218,<0.000060,3.47,,,,,,,,,,
Vulture,2017,16-Apr-17,April,L1916406-1,Mid,13.3,8.4,4.32,6.7,<3.0,,0.16,4,4,<1.0,<1.0,<0.50,<0.020,1.49,0.0141,0.0185,<0.0010,<0.0010,<0.0020,0.113,,0.00459,<0.000020,0.000144,0.00224,<0.000010,<0.0000050,<0.0050,<0.0000050,0.768,<0.000010,<0.00010,0.0000113,0.00037,0.003,<0.000010,0.00102,0.584,0.000904,<0.0000050,<0.000050,0.000317,0.454,0.00115,<0.000040,0.088,<0.0000050,0.413,0.00562,<0.50,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000194,<0.000050,0.00066,<0.000060,2.22,,,,,,,,,,
Vulture,2017,16-Apr-17,April,L1916406-4,Mid,13.2,8.3,4.2,6.75,<3.0,,0.18,4.1,4.1,<1.0,<1.0,<0.50,<0.020,1.47,0.0155,0.018,<0.0010,<0.0010,<0.0020,0.112,,0.00467,<0.000020,0.000138,0.00228,<0.000010,<0.0000050,<0.0050,<0.0000050,0.73,<0.000010,<0.00010,0.0000153,0.00038,0.0031,<0.000010,0.0008,0.577,0.000915,<0.0000050,<0.000050,0.000341,0.453,0.00113,<0.000040,0.088,<0.0000050,0.409,0.00522,<0.50,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000181,<0.000050,0.00218,<0.000060,2.05,,,,,,,,,,
Vulture,2017,16-Apr-17,April,L1916406-3,Deep,13.1,8.1,4.36,6.65,<3.0,,0.14,3.6,3.6,<1.0,<1.0,<0.50,<0.020,1.46,0.0116,0.0587,<0.0010,<0.0010,<0.0020,0.091,,0.00497,<0.000020,0.000128,0.00225,<0.000010,<0.0000050,<0.0050,<0.0000050,0.766,<0.000010,<0.00010,0.000011,0.00043,0.0026,<0.000010,0.00094,0.595,0.000922,<0.0000050,<0.000050,0.00043,0.458,0.00111,<0.000040,0.16,<0.0000050,0.412,0.00557,<0.50,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000204,<0.000050,0.00123,<0.000060,1.97,,,,,,,,,,
Vulture,2017,16-Apr-17,April,L1916406-2,Deep,13.1,8.3,4.3,6.62,<3.0,,0.14,3.8,3.8,<1.0,<1.0,<0.50,<0.020,1.47,0.0134,0.0644,<0.0010,<0.0010,<0.0020,0.085,,0.0051,<0.000020,0.000129,0.00228,<0.000010,<0.0000050,<0.0050,<0.0000050,0.748,<0.000010,<0.00010,0.0000097,0.00039,0.0026,<0.000010,0.00093,0.591,0.000989,<0.0000050,<0.000050,0.000341,0.455,0.00105,<0.000040,0.169,<0.0000050,0.411,0.00539,<0.50,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000188,0.000053,0.00262,<0.000060,2.03,,,,,,,,,,
Vulture,2017,4-Aug-17,August,L1971951-8,Top,12,8.2,4.23,6.75,<3.0,,0.27,3.6,3.6,<1.0,<1.0,<0.50,0.017,1.45,<0.0050,<0.0030,<0.0010,<0.0010,<0.0020,0.142,,0.00809,<0.000020,0.000156,0.00234,<0.000010,<0.0000050,<0.0050,<0.0000050,0.725,<0.000010,<0.00010,0.0000203,0.00053,0.0083,<0.000010,0.0009,0.587,0.00194,<0.0000050,<0.000050,0.000394,0.475,0.00113,<0.000040,0.067,<0.0000050,0.433,0.00512,<0.50,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000149,<0.000050,0.00094,<0.000060,2.36,,,,,,,,,,
