Lake,Year,Date,Month,LAB ID,Depth,Conductivity,TDS,Hardness,pH,TSS,IB,Turbidity,Alkalinity,Bicarbonate,Carbonate,Hydroxide,Chloride,Fluoride,Sulphate,AmmoniaN,NitrateN,NitriteN,Orthophosphate ,Phosphorus,TKN,Total Nitrogen,Aluminum,Antimony ,Arsenic,Barium ,Beryllium,Bismuth,Boron ,Cadmium,Calcium,Cesium,Chromium,Cobalt,Copper,Iron,Lead,Lithium,Magnesium,Manganese,Mercury,Molybdenum,Nickel,Potassium,Rubidium,Selenium,Silicon,Silver,Sodium,Strontium,Sulfur,Tellurium,Thallium,Thorium,Tin,Titanium,Tungsten,Uranium,Vanadium,Zinc,Zirconium,TOC,Radium.226,Notes,Nitrate and Nitrite (as N),Anion Sum,Cation Sum,,,,,
Upper Exeter,2005,17-Jul-05,July,W2098-3,7 m,15.5,7.6,5.09,6.47,<3.0,4.5,0.34,4,4,<2.0,<2.0,<0.50,<0.020,2.44,0.012,<0.0050,<0.0010,<0.0010,0.0026,0.127,,0.0093,<0.00010,0.000138,0.00256,<0.00020,,0.0013,<0.000050,0.892,,<0.00010,<0.00010,0.0006,0.019,<0.000050,,0.696,0.00559,<0.000020,<0.000050,0.00115,0.595,,<0.00010,0.056,<0.00010,0.518,0.00691,,,,,,,,0.000011,<0.000050,0.0016,,2.08,,,,,,,,,,
Upper Exeter,2005,17-Jul-05,July,W2098-1,7 m,15.3,7.5,5.17,6.45,<3.0,6.5,0.38,3.9,3.9,<2.0,<2.0,<0.50,<0.020,2.42,0.0173,<0.0050,<0.0010,<0.0010,<0.0020,0.145,,0.0094,<0.00010,0.000137,0.00253,<0.00020,,0.0011,<0.000050,0.923,,<0.00010,<0.00010,0.0006,0.016,<0.000050,,0.697,0.0055,<0.000020,<0.000050,0.00111,0.59,,<0.00010,0.053,<0.00010,0.521,0.00693,,,,,,,,0.000012,<0.000050,<0.0010,,2.08,,,,,,,,,,
Upper Exeter,2005,19-Aug-05,August,W3459-5,1 m,15.6,7.6,4.95,6.58,<3.0,2.6,0.33,3.7,3.7,<2.0,<2.0,<0.50,0.023,2.71,<0.0050,<0.0050,<0.0010,<0.0010,0.0028,0.15,,0.0066,<0.00010,0.000122,0.00194,<0.00020,,<0.0010,<0.000050,0.851,,<0.00010,<0.00010,0.0005,0.013,<0.000050,,0.687,0.00193,<0.000020,<0.000050,0.00069,0.593,,<0.00010,0.054,<0.00010,0.522,0.00627,,,,,,,,<0.000010,<0.000050,<0.0010,,2.5,,,,,,,,,,
Upper Exeter,2005,19-Aug-05,August,W3459-4,1 m,15.7,7.3,4.96,6.56,<3.0,7.3,0.34,3.2,3.2,<2.0,<2.0,<0.50,0.021,2.69,0.0053,<0.0050,<0.0010,<0.0010,0.0024,0.15,,0.0078,<0.00010,0.000129,0.00205,<0.00020,,<0.0010,<0.000050,0.855,,<0.00010,<0.00010,0.0006,0.012,0.000162,,0.686,0.00197,<0.000020,<0.000050,0.00085,0.597,,<0.00010,0.053,<0.00010,0.534,0.00636,,,,,,,,<0.000010,<0.000050,0.0012,,2.55,,,,,,,,,,
Upper Exeter,2005,19-Aug-05,August,W3459-3,7.5 m,15.6,7.4,5.09,6.51,<3.0,7.8,0.31,3.3,3.3,<2.0,<2.0,<0.50,0.021,2.66,<0.0050,0.0066,<0.0010,<0.0010,<0.0020,0.143,,0.0072,<0.00010,0.000127,0.00208,<0.00020,,<0.0010,<0.000050,0.871,,<0.00010,<0.00010,0.00056,0.017,0.00011,,0.708,0.00203,<0.000020,<0.000050,0.00078,0.611,,<0.00010,0.056,<0.00010,0.535,0.00647,,,,,,,,<0.000010,<0.000050,<0.0010,,2.49,,,,,,,,,,
Upper Exeter,2005,31-Aug-05,September,W3994-4,1 m,15.4,7.8,4.84,6.37,<3.0,0.2,0.36,3.9,3.9,<2.0,<2.0,<0.50,0.021,2.8,0.0073,<0.0050,<0.0010,<0.0010,<0.0020,0.17,,0.0069,<0.00010,0.00014,0.00197,<0.00020,,<0.0010,<0.000050,0.843,,0.00012,<0.00010,0.00053,0.011,0.000068,,0.664,0.00189,<0.000020,<0.000050,0.0007,0.603,,<0.00010,<0.050,<0.00010,0.523,0.00612,,,,,,,,<0.000010,<0.000050,<0.0010,,2.61,,,,,,,,,,
Upper Exeter,2005,31-Aug-05,September,W3994-5,8 m,15.5,7.7,4.9,6.49,<3.0,2.5,0.43,3.6,3.6,<2.0,<2.0,<0.50,0.024,2.81,0.0073,<0.0050,<0.0010,<0.0010,<0.0020,0.16,,0.006,<0.00010,0.000144,0.00195,<0.00020,,<0.0010,<0.000050,0.864,,0.00016,<0.00010,0.00053,0.011,<0.000050,,0.667,0.00192,<0.000020,<0.000050,0.00068,0.612,,<0.00010,<0.050,<0.00010,0.534,0.0061,,,,,,,,<0.000010,<0.000050,<0.0010,,2.6,,,,,,,,,,
Vulture,2005,24-Apr-05,April,,Deep,12,6.5,4.23,6.22,<3.0,0.41,0.42,4.1,<2.0,<2.0,3.5,<0.50,<0.020,1.38,0.0053,0.0851,<0.0010,<0.0010,0.0022,0.115,,0.0082,<0.00010,0.000118,0.00284,<0.00020,,<0.0010,<0.000050,0.797,,<0.00010,<0.00010,<0.00050,0.034,<0.000050,,0.545,0.00923,<0.000020,<0.000050,0.00034,0.448,,<0.00010,0.415,<0.00010,0.404,0.00598,,,,,,,,0.000018,<0.000050,<0.0010,,1.31,,,,,,,,,,
Vulture,2005,24-Apr-05,April,,Deep,11.8,6.2,4.15,7.02,<3.0,2.21,0.54,3.8,<2.0,<2.0,3.8,<0.50,<0.020,1.36,0.0053,0.0852,<0.0010,<0.0010,<0.0020,0.105,,0.0077,<0.00010,0.000111,0.00275,<0.00020,,<0.0010,<0.000050,0.763,,<0.00010,<0.00010,<0.00050,0.033,<0.000050,,0.546,0.00804,<0.000020,<0.000050,0.00031,0.448,,<0.00010,0.385,<0.00010,0.4,0.00571,,,,,,,,0.000018,<0.000050,0.0014,,1.27,,,,,,,,,,
Vulture,2005,24-Apr-05,April,,Mid,10.8,5.5,3.79,6.25,<3.0,4.92,0.55,3.5,<2.0,<2.0,3.5,<0.50,<0.020,1.29,0.0153,0.012,<0.0010,<0.0010,0.002,0.118,,0.006,<0.00010,0.000121,0.00231,<0.00020,,<0.0010,<0.000050,0.696,,<0.00010,<0.00010,<0.00050,0.024,<0.000050,,0.497,0.000792,<0.000020,<0.000050,0.00027,0.44,,<0.00010,0.086,<0.00010,0.392,0.00527,,,,,,,,0.000018,<0.000050,<0.0010,,1.36,,,,,,,,,,
Vulture,2005,24-Apr-05,April,,Mid,11,5.4,3.69,7.26,<3.0,3.39,0.39,3.5,<2.0,<2.0,3.7,<0.50,<0.020,1.26,0.018,0.0128,0.001,<0.0010,<0.0020,0.12,,0.006,<0.00010,0.000109,0.00221,<0.00020,,<0.0010,<0.000050,0.661,,<0.00010,<0.00010,<0.00050,0.031,<0.000050,,0.494,0.000769,<0.000020,<0.000050,0.00026,0.401,,<0.00010,0.08,<0.00010,0.377,0.00503,,,,,,,,0.00002,<0.000050,<0.0010,,1.34,,,,,,,,,,
Vulture,2005,10-Jul-05,July,,1,11,5.2,3.63,6.41,<3.0,4.5,0.48,3.6,3.6,<2.0,<2.0,<0.50,<0.02,1.07,<0.005,<0.005,<0.001,<0.001,<0.0020,0.15,,0.0086,<0.0001,0.000135,0.00314,<0.00020,,0.001,<0.000050,0.668,,0.00805,<0.00010,0.00064,0.015,0.000126,,0.476,0.00203,<0.000020,0.000144,0.00096,0.425,,<0.00010,0.062,<0.00010,0.383,0.00487,,,,,,,,0.000019,<0.000050,<0.001,,2.01,,,,,,,,,,
Vulture,2005,10-Jul-05,July,,18,11,5.2,3.73,6.44,<3.0,8.4,0.53,3.4,3.4,<2.0,<2.0,<0.50,<0.02,1.09,<0.005,<0.005,<0.001,<0.001,<0.0020,0.124,,0.0087,<0.0001,0.000121,0.00236,<0.00020,,0.0011,<0.000050,0.686,,<0.00010,<0.00010,0.00058,<0.010,0.000135,,0.491,0.00207,<0.000020,<0.00005,0.00051,0.432,,<0.00010,0.063,<0.00010,0.438,0.0049,,,,,,,,0.000018,<0.000050,0.001,,1.95,,,,,,,,,,
Vulture,2005,31-Jul-05,August,,1,13.6,5.2,3.71,6.57,<3.0,5.4,0.51,3.6,3.5,<2.0,<2.0,<0.50,<0.02,1.07,<0.005,<0.005,<0.001,<0.001,<0.0020,0.099,,0.008,<0.0001,0.000131,0.00225,<0.00020,,<0.0010,<0.000050,0.671,,<0.00010,<0.00010,0.00051,<0.010,0.00012,,0.495,0.00152,<0.000020,<0.00005,0.00034,0.442,,<0.00010,0.063,<0.00010,0.394,0.00482,,,,,,,,0.00002,<0.000050,<0.001,,1.54,,,,,,,,,,
Vulture,2005,31-Jul-05,August,,18,12.7,5.2,3.71,6.56,<3.0,5.5,0.58,3.5,3.5,<2.0,<2.0,<0.50,<0.02,1.07,<0.005,<0.005,<0.001,<0.001,<0.0020,0.144,,0.008,<0.0001,0.000128,0.00222,<0.00020,,0.001,<0.000050,0.676,,<0.00010,<0.00010,<0.0005,<0.010,<0.000050,,0.49,0.00179,<0.000020,<0.00005,0.00032,0.431,,<0.00010,0.055,<0.00010,0.388,0.00489,,,,,,,,0.000018,<0.000050,<0.001,,1.48,,,,,,,,,,
Vulture,2005,1-Sep-05,September,,1,11.5,5.8,3.49,6.41,<3.0,5.88,0.3,4.2,4.2,<2.0,<2.0,<0.50,<0.02,1.31,<0.005,<0.005,<0.001,<0.001,<0.0020,0.14,,0.0073,<0.0001,0.000124,0.00221,<0.00020,,<0.0010,<0.000050,0.66,,0.00016,<0.00010,<0.0005,<0.010,0.000229,,0.448,0.00129,<0.000020,<0.00005,0.00028,0.433,,<0.00010,0.052,<0.00010,0.378,0.00448,,,,,,,,0.000017,<0.000050,<0.001,,1.99,,,,,,,,,,
Vulture,2005,1-Sep-05,September,,18,11,5.2,3.62,6.7,<3.0,7.1,0.55,3.2,3.2,<2.0,<2.0,<0.50,<0.02,1.26,<0.005,<0.005,<0.001,<0.001,<0.0020,0.15,,0.0079,<0.0001,0.000126,0.00227,<0.00020,,<0.0010,<0.000050,0.678,,0.00037,<0.00010,<0.0005,<0.010,<0.000050,,0.468,0.00144,<0.000020,<0.00005,0.00033,0.459,,<0.00010,<0.050,<0.00010,0.392,0.00471,,,,,,,,0.000016,<0.000050,<0.001,,1.9,,,,,,,,,,
Counts,2006,22-Apr-06,April,,13,16.4,9.2,5.47,6.14,<3.0,-3.7,0.33,6.9,6.9,<2.0,<2.0,<0.50,0.023,1.33,<0.0050,0.111,<0.0010,<0.0010,0.0052,0.091,,0.002,<0.00010,0.000179,0.00275,<0.00020,,0.0013,<0.000050,1.01,,<0.00010,<0.00010,<0.00050,0.112,<0.000050,,0.713,0.0571,<0.000020,<0.000050,0.00067,0.636,,<0.00010,0.349,<0.00010,0.66,0.00672,,,,,,,,<0.000010,<0.000050,<0.0010,,1.96,,,,,,,,,,
Counts,2006,22-Apr-06,April,,13,16.5,9.3,5.48,6.13,<3.0,-4.5,0.27,7,7,<2.0,<2.0,<0.50,0.022,1.33,<0.0050,0.116,<0.0010,<0.0010,0.0045,0.052,,0.0057,<0.00010,0.000177,0.00282,<0.00020,,0.0012,<0.000050,0.996,,<0.00010,0.0001,<0.00050,0.106,<0.000050,,0.726,0.063,<0.000020,<0.000050,0.00067,0.63,,<0.00010,0.366,<0.00010,0.665,0.00681,,,,,,,,<0.000010,<0.000050,<0.0010,,1.95,,,,,,,,,,
Counts,2006,22-Apr-06,April,,7,14.2,7.3,4.88,6.3,<3.0,4.7,0.18,4.8,4.8,<2.0,<2.0,<0.50,0.022,1.34,<0.0050,0.0532,<0.0010,<0.0010,0.0042,0.063,,0.0021,<0.00010,0.000138,0.00198,<0.00020,,0.0014,<0.000050,0.871,,<0.00010,<0.00010,<0.00050,<0.010,<0.000050,,0.657,0.00158,<0.000020,<0.000050,0.00038,0.597,,<0.00010,0.13,<0.00010,0.635,0.00573,,,,,,,,<0.000010,<0.000050,0.0017,,1.98,,,,,,,,,,
Counts,2006,22-Apr-06,April,,7,14.5,8.4,4.81,6.59,<3.0,-8.2,0.16,6.6,6.6,<2.0,<2.0,<0.50,0.022,1.34,<0.0050,0.0584,<0.0010,0.0014,0.0054,0.102,,0.0019,<0.00010,0.000147,0.002,<0.00020,,0.0014,<0.000050,0.835,,<0.00010,<0.00010,<0.00050,<0.010,<0.000050,,0.661,0.00255,<0.000020,<0.000050,0.00038,0.599,,<0.00010,0.135,<0.00010,0.65,0.00577,,,,,,,,<0.000010,<0.000050,<0.0010,,2.01,,,,,,,,,,
Counts,2006,30-Jun-06,July,,1,11.4,6.5,3.96,6.91,<3.0,0.8,0.68,4.8,4.8,<2.0,<2.0,<0.50,0.022,1.23,0.0193,<0.0050,<0.0010,<0.0010,0.0084,0.2,,0.0122,<0.00010,0.000185,0.00172,<0.00020,,0.0018,<0.000050,0.686,,<0.00010,<0.00010,<0.00050,0.044,<0.000050,,0.546,0.00287,<0.000020,<0.000050,0.0003,0.508,,<0.00010,0.122,<0.00010,0.608,0.00458,,,,,,,,0.000014,<0.000050,0.001,,4.09,,,,,,,,,,
Counts,2006,30-Jun-06,July,,7,12.8,6,4.14,6.79,<3.0,10.1,0.54,3.8,3.8,<2.0,<2.0,<0.50,0.023,1.22,0.0147,<0.0050,<0.0010,<0.0010,0.0055,0.18,,0.0136,<0.00010,0.000189,0.00178,<0.00020,,0.0016,<0.000050,0.725,,<0.00010,<0.00010,<0.00050,0.034,<0.000050,,0.567,0.00318,<0.000020,0.000121,0.00031,0.534,,<0.00010,0.089,<0.00010,0.572,0.00492,,,,,,,,0.000016,<0.000050,<0.0010,,3.69,,,,,,,,,,
Counts,2006,4-Aug-06,August,,1,11.8,5.7,4,6.83,<3.0,13.8,1.04,3.5,3.5,<2.0,<2.0,<0.50,,1.14,0.012,<0.0050,<0.0010,<0.0010,0.0057,0.17,,0.009,<0.00010,0.000231,0.00199,<0.00020,,0.0015,<0.000050,0.65,,<0.00010,<0.00010,0.00071,0.04,0.000497,,0.576,0.00341,<0.000020,<0.000050,0.00037,0.553,,<0.00010,0.133,<0.00010,0.586,0.00439,,,,,,,,0.000014,<0.000050,<0.0010,,3.25,,,,,,,,,,
Counts,2006,4-Aug-06,August,,3,11.9,5.6,3.86,6.79,<3.0,11.3,0.59,3.6,3.6,<2.0,<2.0,<0.50,,1.13,0.012,<0.0050,<0.0010,<0.0010,0.0076,0.18,,0.0093,<0.00010,0.00023,0.00159,<0.00020,,0.0015,<0.000050,0.627,,<0.00010,<0.00010,0.00058,0.043,0.000224,,0.558,0.00342,<0.000020,<0.000050,0.00032,0.504,,<0.00010,0.127,<0.00010,0.554,0.00425,,,,,,,,0.000012,<0.000050,<0.0010,,3.45,,,,,,,,,,
Counts,2006,7-Sep-06,September,,1,12,5.6,3.85,6.73,<3.0,12.8,0.56,3.4,3.4,<2.0,<2.0,<0.50,0.028,1.15,0.0127,<0.0050,<0.0010,<0.0010,0.0073,0.21,,0.0092,<0.00010,0.000241,0.00157,<0.00020,,<0.0010,<0.000050,0.632,,0.0003,<0.00010,0.00055,0.02,0.000342,,0.551,0.00256,<0.000020,0.000059,0.00028,0.546,,<0.00010,0.183,<0.00010,0.6,0.00446,,,,,,,,0.000012,0.000176,,,2.42,,,,,,,,,,
Counts,2006,7-Sep-06,September,,7,12,6,3.93,6.8,<3.0,6.7,0.47,4.1,4.1,<2.0,<2.0,<0.50,0.028,1.12,0.0107,<0.0050,<0.0010,<0.0010,0.0122,0.2,,0.01,<0.00010,0.000241,0.00222,<0.00020,,<0.0010,<0.000050,0.657,,0.00025,<0.00010,0.00068,0.024,0.0001,,0.557,0.00261,<0.000020,<0.000050,0.00027,0.546,,<0.00010,0.18,<0.00010,0.599,0.0045,,,,,,,,0.000012,<0.000050,,,2.51,,,,,,,,,,
Cujo,2006,22-Apr-06,April,,6,188,105,70.2,7.34,<3.0,-0.3,1.12,41.6,41.6,<2.0,<2.0,4.42,0.106,42.3,0.112,0.0217,<0.0010,<0.0010,0.0063,0.388,,0.0033,<0.00010,0.000758,0.0209,<0.00020,,0.0058,<0.000050,10.8,,<0.00010,0.0007,0.00097,0.206,<0.000050,,10.5,0.152,<0.000020,0.00111,0.00239,5.15,,<0.00010,0.198,<0.00010,6.09,0.0775,,,,,,,,0.000138,0.00006,0.0014,,7.85,,,,,,,,,,
Cujo,2006,22-Apr-06,April,,6,189,104,68.4,7.35,<3.0,-0.9,1.28,41,41,<2.0,<2.0,4.42,0.105,42.2,0.113,0.0209,<0.0010,<0.0010,0.0083,0.349,,0.0029,<0.00010,0.00076,0.0212,<0.00020,,0.0054,<0.000050,10.5,,<0.00010,0.00111,0.00189,0.303,<0.000050,,10.2,0.195,<0.000020,0.0011,0.00266,4.97,,<0.00010,0.224,<0.00010,6.06,0.0777,,,,,,,,0.000127,<0.000050,0.004,,7.88,,,,,,,,,,
Cujo,2006,22-Apr-06,April,,4,188,104,68.7,7.38,<3.0,-0.5,1.09,39.6,39.6,<2.0,<2.0,4.38,0.109,42.8,0.0793,0.0261,<0.0010,<0.0010,0.0043,0.454,,0.0033,<0.00010,0.000725,0.0195,<0.00020,,0.0057,<0.000050,10.7,,0.00014,0.00039,0.00107,0.123,0.000981,,10.2,0.0964,<0.000020,0.00123,0.00235,5.17,,0.00012,0.168,<0.00010,6.06,0.0769,,,,,,,,0.00015,0.000098,<0.0010,,8.19,,,,,,,,,,
Cujo,2006,22-Apr-06,April,,4,190,103,68.2,7.46,<3.0,-1,1.01,39.9,39.9,<2.0,<2.0,4.41,0.1,42.8,0.0827,0.0255,0.0015,<0.0010,0.0065,0.381,,0.0024,<0.00010,0.000712,0.0194,<0.00020,,0.0056,<0.000050,10.3,,<0.00010,0.00038,0.0011,0.13,<0.000050,,10.3,0.0992,<0.000020,0.0012,0.00233,4.99,,<0.00010,0.167,<0.00010,6.13,0.0771,,,,,,,,0.00014,<0.000050,0.0011,,8.42,,,,,,,,,,
Cujo,2006,1-Jul-06,July,,1,83.5,45.5,30.9,7.38,<3.0,2.2,1.13,16.2,16.2,<2.0,<2.0,1.98,0.067,19.1,0.0327,<0.0050,<0.0010,<0.0010,0.005,0.36,,0.0163,<0.00010,0.000665,0.00779,<0.00020,,0.0036,<0.000050,4.61,,0.00011,<0.00010,0.00092,0.131,0.000057,,4.72,0.00783,<0.000020,0.000774,0.00105,2.4,,<0.00010,0.097,<0.00010,2.79,0.0341,,,,,,,,0.000089,<0.000050,0.0018,,7.85,,,,,,,,,,
Cujo,2006,1-Jul-06,July,,3,83.9,45.4,31.2,7.42,<3.0,3,0.82,15.9,15.9,<2.0,<2.0,1.97,0.065,19.1,0.0287,<0.0050,<0.0010,<0.0010,0.0073,0.36,,0.0131,<0.00010,0.000659,0.00728,<0.00020,,0.0036,<0.000050,4.63,,<0.00010,<0.00010,0.00084,0.129,<0.000050,,4.77,0.00786,<0.000020,0.000758,0.00103,2.39,,<0.00010,0.09,<0.00010,2.82,0.0339,,,,,,,,0.000088,<0.000050,0.0014,,7.54,,,,,,,,,,
Cujo,2006,4-Aug-06,August,,1,92.9,50.6,33.5,7.54,<3.0,3.4,0.6,17.2,17.2,<2.0,<2.0,1.96,,21.6,0.01,<0.0050,<0.0010,<0.0010,0.0045,0.37,,0.0078,<0.00010,0.000727,0.00693,<0.00020,,0.0033,<0.000050,4.79,,0.00012,<0.00010,0.00101,0.079,0.000081,,5.22,0.00343,<0.000020,0.00207,0.00113,3.14,,0.0001,0.053,<0.00010,3.44,0.0373,,,,,,,,0.000143,0.000068,<0.0010,,7.13,,,,,,,,,,
Cujo,2006,4-Aug-06,August,,3,90.4,50.2,33.6,7.51,<3.0,4.1,0.78,17.2,17.2,<2.0,<2.0,1.95,,21.2,0.011,<0.0050,<0.0010,<0.0010,0.0028,0.36,,0.0088,<0.00010,0.00074,0.00722,<0.00020,,0.0035,<0.000050,4.83,,0.00018,<0.00010,0.001,0.082,0.000168,,5.24,0.0037,<0.000020,0.00197,0.0011,3.13,,0.00014,0.06,<0.00010,3.43,0.0378,,,,,,,,0.000145,0.000066,<0.0010,,7.29,,,,,,,,,,
Cujo,2006,6-Sep-06,September,,1,110,58,34,7.68,<3.0,-1.3,0.51,18.6,18.6,<2.0,<2.0,2.16,0.069,26.5,0.0213,<0.0050,<0.0010,<0.0010,0.0066,0.44,,0.011,<0.00010,0.000728,0.00764,<0.00020,,0.0029,<0.000050,5.04,,0.00027,0.00011,0.00093,0.088,0.000105,,5.2,0.00356,<0.000020,0.00306,0.00151,3.6,,<0.00010,0.151,<0.00010,4.09,0.0436,,,,,,,,0.00019,0.000071,<0.0010,,6.58,,,,,,,,,,
Cujo,2006,6-Sep-06,September,,3,108,58.3,35.9,7.59,<3.0,2.2,0.55,17.4,17.4,<2.0,<2.0,2.18,0.069,26.6,0.0186,<0.0050,<0.0010,<0.0010,0.0083,0.47,,0.0139,<0.00010,0.000766,0.0105,<0.00020,,0.0032,<0.000050,5.28,,0.00037,0.00011,0.00099,0.09,0.000318,,5.52,0.00386,<0.000020,0.00329,0.00157,3.6,,0.00011,0.151,<0.00010,4.34,0.0451,,,,,,,,0.000196,0.000075,<0.0010,,6.68,,,,,,,,,,
Grizzly,2006,24-Apr-06,April,,38,18.1,9,6.26,6.18,<3.0,7.1,0.28,5.1,5.1,<2.0,<2.0,<0.50,<0.020,2.06,<0.0050,0.114,<0.0010,<0.0010,0.0054,<0.050,,0.0288,<0.00010,0.000108,0.00689,<0.00020,,<0.0010,<0.000050,1.1,,<0.00010,0.00087,0.0012,0.061,<0.000050,,0.854,0.201,<0.000020,<0.000050,0.00248,0.588,,<0.00010,1.02,<0.00010,0.502,0.011,,,,,,,,0.000048,<0.000050,0.001,,2.77,,,,,,,,,,
Grizzly,2006,24-Apr-06,April,,38,18.4,10,6.26,6.14,<3.0,-0.4,0.4,6.7,6.7,<2.0,<2.0,<0.50,<0.020,1.98,<0.0050,0.113,<0.0010,<0.0010,0.0055,0.056,,0.0265,<0.00010,0.000133,0.00675,<0.00020,,<0.0010,<0.000050,1.07,,<0.00010,0.00138,0.00114,0.153,<0.000050,,0.875,0.27,<0.000020,<0.000050,0.00248,0.584,,<0.00010,1.06,<0.00010,0.491,0.0107,,,,,,,,0.000047,<0.000050,0.0052,,2.79,,,,,,,,,,
Grizzly,2006,24-Apr-06,April,,20,14.2,6.8,4.52,6.5,<3.0,6.2,0.18,3.5,3.5,<2.0,<2.0,<0.50,<0.020,2.11,0.0167,0.01,<0.0010,<0.0010,0.0031,0.11,,0.0289,<0.00010,0.0001,0.00443,<0.00020,,<0.0010,<0.000050,0.859,,<0.00010,<0.00010,0.00118,<0.010,<0.000050,,0.577,0.0018,<0.000020,<0.000050,0.00089,0.53,,<0.00010,0.485,<0.00010,0.481,0.0076,,,,,,,,0.000064,<0.000050,<0.0010,,2.99,,,,,,,,,,
Grizzly,2006,24-Apr-06,April,,20,12.8,6.5,4.55,6.52,<3.0,9.9,0.16,3.4,3.4,<2.0,<2.0,<0.50,<0.020,1.9,0.0193,0.0123,<0.0010,<0.0010,0.0024,0.088,,0.0285,<0.00010,0.0001,0.00451,<0.00020,,<0.0010,<0.000050,0.87,,<0.00010,<0.00010,0.00125,<0.010,<0.000050,,0.577,0.00186,<0.000020,<0.000050,0.00082,0.532,,<0.00010,0.463,<0.00010,0.484,0.00763,,,,,,,,0.000068,<0.000050,0.001,,2.93,,,,,,,,,,
Grizzly,2006,30-Jun-06,July,,1,11.8,6.4,4.43,6.53,<3.0,8.1,0.68,3.7,3.7,<2.0,<2.0,<0.50,<0.020,1.71,0.009,0.0115,<0.0010,<0.0010,0.0021,0.178,,0.0382,<0.00010,0.000124,0.00435,<0.00020,,0.0012,<0.000050,0.833,,0.00028,<0.00010,0.00132,0.032,0.000057,,0.572,0.0055,<0.000020,<0.000050,0.00098,0.54,,<0.00010,0.456,<0.00010,0.44,0.00733,,,,,,,,0.000066,0.000089,0.001,,4.21,,,,,,,,,,
Grizzly,2006,30-Jun-06,July,,16,11.5,6.1,4.38,6.83,<3.0,11.6,0.89,3.3,3.3,<2.0,<2.0,<0.50,<0.020,1.69,0.014,<0.0050,<0.0010,<0.0010,0.0034,0.21,,0.0396,<0.00010,0.00012,0.00453,<0.00020,,0.0013,<0.000050,0.827,,0.00011,<0.00010,0.00146,0.023,0.000212,,0.563,0.00467,<0.000020,<0.000050,0.00086,0.533,,<0.00010,0.435,<0.00010,0.436,0.00717,,,,,,,,0.000064,0.000063,0.0016,,4.9,,,,,,,,,,
Grizzly,2006,7-Aug-06,August,,17,14.9,5.8,4.12,6.75,<3.0,11.2,0.52,3.2,3.2,<2.0,<2.0,<0.50,<0.020,1.57,<0.0050,<0.0050,<0.0010,<0.0010,0.0046,0.099,,0.0404,<0.00010,0.000118,0.0052,<0.00020,,0.0012,<0.000050,0.768,,<0.00010,<0.00010,0.00138,0.031,<0.000050,,0.534,0.00262,<0.000020,<0.000050,0.00087,0.491,,<0.00010,0.449,<0.00010,0.43,0.00691,,,,,,,,0.000065,<0.000050,<0.0010,,4.3,,,,,,,,,,
Grizzly,2006,7-Aug-06,August,,1,12.6,6.3,4.26,6.52,<3.0,5,0.33,3.9,3.9,<2.0,<2.0,<0.50,<0.020,1.57,0.007,0.0108,<0.0010,<0.0010,0.0049,0.126,,0.0371,<0.00010,0.000099,0.00436,<0.00020,,<0.0010,<0.000050,0.791,,<0.00010,<0.00010,0.00128,0.025,<0.000050,,0.554,0.00529,<0.000020,<0.000050,0.00087,0.501,,<0.00010,0.418,<0.00010,0.429,0.00719,,,,,,,,0.000063,<0.000050,<0.0010,,4.2,,,,,,,,,,
Grizzly,2006,7-Sep-06,September,,1,12.8,6.3,4.54,6.74,<3.0,11.6,0.34,3.6,3.6,<2.0,<2.0,<0.50,<0.020,1.59,<0.0050,<0.0050,<0.0010,<0.0010,0.0035,0.17,,0.0431,<0.00010,0.000135,0.00466,<0.00020,,<0.0010,<0.000050,0.85,,0.00066,<0.00010,0.00148,0.021,0.000234,,0.588,0.00367,<0.000020,0.000279,0.001,0.561,,<0.00010,0.497,<0.00010,0.49,0.0077,,,,,,,,0.000066,0.000227,0.0015,,2.95,,,,,,,,,,
Grizzly,2006,7-Sep-06,September,,20,12.6,6.1,4.42,6.55,<3.0,12.6,0.22,3.3,3.3,<2.0,<2.0,<0.50,<0.020,1.58,0.012,0.0106,<0.0010,<0.0010,0.0044,0.139,,0.041,<0.00010,0.000123,0.00458,<0.00020,,<0.0010,<0.000050,0.842,,0.0004,<0.00010,0.00135,<0.010,0.000082,,0.562,0.00526,<0.000020,0.000092,0.00089,0.545,,<0.00010,0.489,<0.00010,0.462,0.00741,,,,,,,,0.000064,0.000197,,,2.8,,,,,,,,,,
Kodiak,2006,24-Apr-06,April,,9,43.4,22.7,15.4,6.9,<3.0,2.3,0.5,11.3,11.3,<2.0,<2.0,1.43,0.031,5.89,0.006,0.112,0.0011,<0.0010,0.0036,0.057,,0.0175,<0.00010,0.000254,0.0146,<0.00020,,0.0018,<0.000050,3.1,,0.00012,0.00027,0.00168,0.222,<0.000050,,1.85,0.0449,<0.000020,0.000102,0.00269,1.55,,<0.00010,0.376,<0.00010,1.28,0.0234,,,,,,,,0.00007,<0.000050,0.0036,,5.32,,,,,,,,,,
