Stream,Year,Date,Month,Lab ID,Conductivity,TDS,Hardness,pH,TSS,IB,Turbidity,Alkalinity,Bicarbonate,Carbonate,Hydroxide,Chloride,Fluoride,Sulphate,AmmoniaN,NitrateN,NitriteN,Orthophosphate ,Phosphorus,TKN,Aluminum,Antimony ,Arsenic,Barium ,Beryllium,Bismuth,Boron ,Cadmium,Calcium,Cesium,Chromium,Cobalt,Copper,Iron,Lead,Lithium,Magnesium,Manganese,Mercury,Molybdenum,Nickel,Potassium,Rubidium,Selenium,Silicon,Silver,Sodium,Strontium,Sulfur,Tellurium,Thallium,Thorium,Tin,Titanium,Tungsten,Uranium,Vanadium,Zinc,Zirconium,TOC,Notes
Kodiak-Little,2017,6-Aug-17,August ,L1972971-8,29.8,20.9,9.81,6.95,<3.0,,0.56,5.9,5.9,<1.0,<1.0,1,0.026,4.98,<0.0050,<0.0030,<0.0010,<0.0010,0.0024,0.293,0.024,<0.000020,0.000292,0.00683,<0.000010,<0.0000050,<0.0050,<0.0000050,1.59,0.000019,0.00011,0.0000725,0.00155,0.0671,0.00004,0.00159,1.42,0.00451,<0.0000050,0.000127,0.00167,1.25,0.00281,<0.000040,0.177,<0.0000050,1.38,0.0141,1.73,<0.00020,0.0000047,<0.00010,<0.000020,<0.00050,<0.00010,0.0000699,0.000101,0.00108,<0.000060,5.66,
Kodiak-Little,2017,6-Aug-17,August ,L1972971-7,30.4,21.4,9.76,6.95,<3.0,,0.6,6.2,6.2,<1.0,<1.0,1.01,0.026,4.97,0.0115,0.0071,<0.0010,<0.0010,0.0036,0.314,0.0238,<0.000020,0.00029,0.00691,<0.000010,<0.0000050,<0.0050,<0.0000050,1.57,0.000019,0.00012,0.0000709,0.00161,0.0678,<0.000010,0.00164,1.42,0.00463,<0.0000050,0.000121,0.00171,1.24,0.0029,<0.000040,0.175,<0.0000050,1.37,0.0138,1.7,<0.00020,0.0000043,<0.00010,<0.000020,<0.00050,<0.00010,0.0000691,0.000094,0.00071,<0.000060,5.96,
Leslie-Moose,2017,6-Aug-17,August ,L1972971-10,1010,582,153,7.95,<3.0,,0.32,60,60,<1.0,<1.0,167,0.052,157,0.0141,2.4,0.0098,<0.0010,<0.0020,0.535,0.0165,0.00104,0.00046,0.0626,<0.000010,<0.0000050,0.0312,<0.000035,31.8,0.000088,0.00012,0.0000433,0.00101,0.0232,<0.000010,0.00496,17.9,0.00527,<0.0000050,0.0842,0.00314,34.3,0.0527,0.000403,<0.050,<0.0000050,123,0.707,56.5,<0.00020,0.0000287,<0.00010,<0.000020,<0.00050,0.00041,0.00071,0.000102,<0.00050,<0.000060,4.49,
Leslie-Moose,2017,6-Aug-17,August ,L1972971-9,1020,583,151,7.96,3.3,,0.33,58.7,58.7,<1.0,<1.0,167,0.052,157,0.0156,2.39,0.0089,<0.0010,0.0135,0.636,0.0165,0.00105,0.000476,0.0613,<0.000010,<0.0000050,0.0298,<0.000035,31.2,0.000087,<0.00010,0.0000404,0.00114,0.0237,<0.000010,0.00474,17.7,0.00442,<0.0000050,0.0835,0.00305,34.2,0.0523,0.000386,<0.050,<0.0000050,125,0.71,56.1,<0.00020,0.0000256,<0.00010,<0.000020,<0.00050,0.00041,0.000685,0.000113,<0.00050,<0.000060,4.45,
Moose-Nero,2017,6-Aug-17,August ,L1972971-12,687,382,100,7.79,<3.0,,0.33,42.8,42.8,<1.0,<1.0,110,<0.050,104,0.0111,1.4,0.0051,<0.0010,0.0027,0.463,0.014,0.000666,0.000347,0.0456,<0.000010,<0.0000050,0.0216,<0.000015,21.5,0.000066,0.00011,0.0000522,0.0011,0.0352,<0.000010,0.00395,11.3,0.0052,<0.0000050,0.0563,0.00211,20.9,0.0342,0.000282,0.077,<0.0000050,77.5,0.483,36.7,<0.00020,0.0000196,<0.00010,<0.000020,<0.00050,0.00023,0.000453,0.000086,<0.00050,<0.000060,4.58,
Moose-Nero,2017,6-Aug-17,August ,L1972971-11,683,381,101,7.77,<3.0,,0.3,41.9,41.9,<1.0,<1.0,110,<0.050,104,0.0121,1.4,0.0079,<0.0010,0.0024,0.461,0.0135,0.000651,0.000361,0.0453,<0.000010,<0.0000050,0.0217,<0.000020,21.4,0.000067,<0.00010,0.000053,0.00106,0.035,<0.000010,0.00381,11.5,0.0054,<0.0000050,0.0564,0.00205,21.1,0.0332,0.000256,0.075,<0.0000050,78,0.48,36.2,<0.00020,0.0000207,<0.00010,<0.000020,<0.00050,0.00025,0.000457,0.000066,<0.00050,<0.000060,4.69,
Nema-Martine,2017,6-Aug-17,August ,L1972971-14,491,267,66.6,7.74,<3.0,,0.54,36.2,36.2,<1.0,<1.0,74.3,0.043,72.5,0.0114,0.359,0.0024,<0.0010,0.0035,0.463,0.0131,0.000379,0.000343,0.0317,<0.000010,<0.0000050,0.0159,<0.000015,14.1,0.000052,<0.00010,0.0000656,0.00113,0.0373,<0.000010,0.00329,7.6,0.0111,<0.0000050,0.0311,0.00161,15,0.0231,0.00012,0.054,<0.0000050,55.1,0.302,25.3,<0.00020,0.0000083,<0.00010,<0.000020,<0.00050,<0.00010,0.000226,0.00006,<0.00050,<0.000060,5.21,
Nema-Martine,2017,6-Aug-17,August ,L1972971-13,489,268,68.6,7.74,<3.0,,0.49,35.8,35.8,<1.0,<1.0,74.4,0.043,72.6,0.011,0.358,0.002,<0.0010,0.0028,0.47,0.0117,0.000381,0.00034,0.0316,<0.000010,<0.0000050,0.0164,<0.000015,14.7,0.000052,<0.00010,0.0000683,0.00114,0.0369,<0.000010,0.00363,7.78,0.0106,<0.0000050,0.033,0.00154,15,0.0236,0.00009,0.051,<0.0000050,55.4,0.313,25,<0.00020,0.0000091,<0.00010,<0.000020,<0.00050,<0.00010,0.000222,0.000064,<0.00050,<0.000060,5.07,
Pigeon Stream R1,2017,6-Aug-17,August ,L1972971-17,36.5,23.6,12.8,7.01,<3.0,,0.72,7.4,7.4,<1.0,<1.0,1.55,0.031,5.93,0.005,0.0465,<0.0010,<0.0010,0.0048,0.285,0.0319,<0.000020,0.000336,0.00688,<0.000010,<0.0000050,<0.0050,<0.0000050,2.11,0.000034,0.00012,0.000314,0.00088,0.229,0.000015,0.00241,1.83,0.0219,<0.0000050,0.000142,0.00213,1.04,0.00266,<0.000040,0.605,<0.0000050,1.31,0.0173,1.92,<0.00020,0.0000025,<0.00010,<0.000020,<0.0010,<0.00010,0.0000755,0.00014,0.00232,0.00011,4.91,
Pigeon Stream R1,2017,6-Aug-17,August ,L1972971-18,36.5,24,12.7,6.98,<3.0,,0.74,7.6,7.6,<1.0,<1.0,1.55,0.031,5.91,<0.0050,0.0474,<0.0010,<0.0010,0.0049,0.273,0.0316,<0.000020,0.000353,0.0068,<0.000010,<0.0000050,<0.0050,<0.0000050,2.11,0.000032,<0.00010,0.000314,0.00088,0.227,0.000016,0.00238,1.81,0.0216,<0.0000050,0.000149,0.00215,1.03,0.0027,<0.000040,0.605,<0.0000050,1.28,0.0173,1.92,<0.00020,0.0000026,<0.00010,<0.000020,<0.0010,<0.00010,0.00007,0.000143,0.00201,0.000066,5.22,
Pigeon Stream R7,2017,6-Aug-17,August ,L1972971-20,26.9,18.4,9.24,6.86,<3.0,,0.53,5.2,5.2,<1.0,<1.0,1.52,0.028,4.38,<0.0050,<0.0030,<0.0010,<0.0010,0.0041,0.282,0.0265,<0.000020,0.000238,0.00418,<0.000010,<0.0000050,<0.0050,<0.0000050,1.47,0.000032,<0.00010,0.000205,0.00088,0.129,<0.000010,0.00238,1.35,0.0107,<0.0000050,<0.000050,0.00172,0.811,0.00242,<0.000040,0.146,<0.0000050,0.936,0.0113,1.51,<0.00020,0.0000023,<0.00010,<0.000020,<0.00050,<0.00010,0.0000265,0.00006,0.00083,<0.000060,4.64,
Pigeon Stream R7,2017,6-Aug-17,August ,L1972971-19,27,18.3,9.15,6.85,<3.0,,0.54,4.7,4.7,<1.0,<1.0,1.5,0.028,4.38,<0.0050,<0.0030,<0.0010,<0.0010,0.0104,0.289,0.0284,<0.000020,0.000246,0.00422,<0.000010,<0.0000050,<0.0050,<0.0000050,1.47,0.000032,<0.00010,0.000205,0.00087,0.13,<0.000010,0.00228,1.33,0.0105,<0.0000050,<0.000050,0.00173,0.821,0.00242,<0.000040,0.149,<0.0000050,0.932,0.0113,1.39,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000264,0.000058,0.00131,<0.000060,4.83,
Slipper-Lac de Gras,2017,6-Aug-17,August ,L1972971-22,295,163,41.2,7.59,<3.0,,0.74,25.3,25.3,<1.0,<1.0,42.3,0.037,42.6,0.0056,<0.0030,<0.0010,<0.0010,0.0028,0.332,0.0126,0.000189,0.000407,0.0155,<0.000010,<0.0000050,0.0092,0.0000076,8.68,0.000038,<0.00010,0.0000663,0.00101,0.0465,<0.000010,0.00224,4.74,0.0167,<0.0000050,0.0151,0.00106,9.61,0.0139,<0.000040,0.109,<0.0000050,34.5,0.165,14.8,<0.00020,0.0000047,<0.00010,<0.000020,<0.00050,<0.00010,0.00012,0.000077,0.00054,<0.000060,4.83,
Slipper-Lac de Gras,2017,6-Aug-17,August ,L1972971-21,294,162,40.5,7.57,<3.0,,0.67,25.3,25.3,<1.0,<1.0,42.3,0.037,42.7,0.0058,0.0033,<0.0010,<0.0010,0.0033,0.341,0.0135,0.000181,0.000404,0.0153,<0.000010,<0.0000050,0.0088,0.000006,8.51,0.000036,<0.00010,0.000061,0.001,0.0458,<0.000010,0.00195,4.67,0.0161,<0.0000050,0.0153,0.00105,9.49,0.0138,0.000047,0.1,<0.0000050,33.8,0.164,14.9,<0.00020,0.0000048,<0.00010,<0.000020,<0.00050,<0.00010,0.000119,0.000077,<0.00050,<0.000060,4.96,
Nanuq Outflow,2017,8-Aug-17,August ,L1974022-2,11.7,8.3,4.17,6.73,<3.0,,0.22,3.3,3.3,<1.0,<1.0,<0.50,0.017,1.82,<0.0050,0.0089,<0.0010,<0.0010,0.0031,0.126,0.00578,<0.000020,0.000121,0.00152,<0.000010,<0.0000050,<0.0050,<0.0000050,0.767,<0.000010,<0.00010,0.0000234,0.00044,0.0296,<0.000010,0.00111,0.547,0.00289,<0.0000050,<0.000050,0.000169,0.429,0.00103,<0.000040,0.076,<0.0000050,0.568,0.00456,0.57,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000126,<0.000050,0.0006,<0.000060,2.11,
Nanuq Outflow,2017,8-Aug-17,August ,L1974022-1,11.9,9,4.18,6.73,<3.0,,0.22,3.4,3.4,<1.0,<1.0,<0.50,0.017,1.8,<0.0050,0.0111,<0.0010,0.0012,0.003,0.122,0.00503,<0.000020,0.000133,0.00158,<0.000010,<0.0000050,<0.0050,<0.0000050,0.776,<0.000010,<0.00010,0.0000162,0.00045,0.0224,<0.000010,0.00105,0.545,0.0022,<0.0000050,<0.000050,0.00016,0.429,0.00104,<0.000040,0.09,<0.0000050,0.586,0.00458,0.56,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000142,<0.000050,0.00431,<0.000060,2.72,
1616-30 (LLCF),2017,10-Aug-17,August ,L1975133-1,1030,638,167,7.99,3.1,,0.43,57.2,,,,187,<0.10,175,0.0095,3.16,0.0183,<0.0010,<0.0020,0.535,0.0264,0.00131,0.0007,0.0782,<0.00010,,0.044,0.0000402,36.3,,0.00021,<0.00010,0.00132,<0.030,0.000118,,20.4,0.0053,<0.0000050,0.0976,0.00475,37.1,,0.000562,0.1,<0.000010,134,0.817,,,,,,,,0.000857,0.00059,<0.0030,,4.13,
Counts Outflow,2017,11-Aug-17,August ,L1975394-2,15.4,10.9,5.14,6.81,<3.0,,0.5,5.7,5.7,<1.0,<1.0,<0.50,0.03,1.33,<0.0050,<0.0030,<0.0010,<0.0010,0.0059,0.357,0.0105,<0.000020,0.000353,0.00168,<0.000010,<0.0000050,<0.0050,<0.0000050,0.829,<0.000010,<0.00010,0.0000535,0.00047,0.125,<0.000010,0.00118,0.746,0.00657,<0.0000050,<0.000050,0.000365,0.635,0.0011,<0.000040,0.15,<0.0000050,0.674,0.00535,<0.50,<0.00020,<0.0000020,<0.00010,<0.000020,<0.00050,<0.00010,0.0000107,<0.000050,<0.00050,<0.000060,3.1,
Counts Outflow,2017,11-Aug-17,August ,L1975394-1,16.3,11.4,6.01,6.78,<3.0,,0.49,5.6,5.6,<1.0,<1.0,<0.50,0.033,1.35,<0.0050,0.0357,<0.0010,<0.0010,0.0062,0.253,0.0141,<0.000020,0.000373,0.00175,<0.000010,<0.0000050,<0.0050,<0.0000050,1.15,<0.000010,<0.00010,0.0000596,0.00052,0.124,0.000011,0.00125,0.76,0.00638,<0.0000050,<0.000050,0.000373,0.643,0.00113,<0.000040,0.151,<0.0000050,0.692,0.00584,<0.50,<0.00020,<0.0000020,<0.00010,<0.000020,0.00058,<0.00010,0.0000127,0.000061,0.00195,0.00007,3.1,
Vulture-Polar,2017,11-Aug-17,August ,L1975394-4,15.7,12.3,5.76,6.83,<3.0,,0.56,5,5,<1.0,<1.0,<0.50,0.022,1.73,<0.0050,0.0082,<0.0010,<0.0010,0.0044,0.219,0.0219,<0.000020,0.000267,0.00389,<0.000010,<0.0000050,<0.0050,<0.0000050,0.911,0.000016,<0.00010,0.000166,0.00092,0.179,0.00001,0.00119,0.845,0.00788,<0.0000050,<0.000050,0.000631,0.597,0.0015,<0.000040,0.186,<0.0000050,0.572,0.00688,<0.50,<0.00020,0.000003,<0.00010,<0.000020,<0.00050,<0.00010,0.0000303,0.000084,0.00063,<0.000060,4.4,
Vulture-Polar,2017,11-Aug-17,August ,L1975394-3,15.8,11.8,5.65,6.83,<3.0,,0.58,4.9,4.9,<1.0,<1.0,<0.50,0.022,1.73,<0.0050,0.0091,<0.0010,<0.0010,0.0041,0.216,0.0225,<0.000020,0.000235,0.00389,<0.000010,<0.0000050,<0.0050,<0.0000050,0.886,0.000015,<0.00010,0.000181,0.00089,0.174,<0.000010,0.0012,0.835,0.00787,<0.0000050,<0.000050,0.000584,0.585,0.00154,<0.000040,0.185,<0.0000050,0.56,0.0068,<0.50,<0.00020,0.0000028,<0.00010,<0.000020,<0.00050,<0.00010,0.0000297,0.000086,<0.00050,<0.000060,4.03,
1616-30 (LLCF),2017,18-Aug-17,August ,L1979680-1,1110,655,162,7.93,<3.0,,0.38,60.7,,,,186,<0.10,172,0.0118,3.14,0.0249,<0.0010,0.009,0.389,0.0189,0.00126,0.00062,0.073,<0.00010,,0.036,<0.0000050,38,,0.00014,<0.00010,0.00119,<0.030,0.000072,,19.2,0.00495,<0.0000050,0.104,0.00473,38.1,,0.0006,<0.10,<0.000010,134,0.82,,,,,,,,0.000831,<0.00050,<0.0030,,3.85,
1616-30 (LLCF),2017,24-Aug-17,August ,L1983789-1,1090,672,168,7.95,<3.0,,0.49,58.1,,,,185,<0.10,174,0.0126,3.05,0.0242,<0.0010,0.0039,0.596,0.0184,0.00137,0.0006,0.074,<0.00010,,0.038,<0.000040,35.2,,<0.00020,<0.00010,0.00118,<0.030,<0.000050,,20.8,0.00466,<0.0000050,0.0972,0.00459,37.5,,0.000564,<0.10,<0.000010,136,0.789,,,,,,,,0.000895,<0.00050,<0.0030,,3.99,
1616-30 (LLCF),2017,30-Aug-17,August ,L1987779-1,1020,700,167,7.98,<3.0,,0.38,56.8,,,,180,<0.10,171,0.0134,2.96,0.0299,<0.0010,0.003,0.461,0.0169,0.00129,0.0006,0.0758,<0.00010,,0.039,<0.000025,36.7,,0.00018,<0.00010,0.00118,<0.030,<0.000050,,19.4,0.00439,<0.0000050,0.096,0.00463,39.3,,0.000526,<0.10,<0.000010,130,0.812,,,,,,,,0.000857,<0.00050,<0.0060,,4.2,
AEMPFB-STR,2017,31-Aug-17,September,L1987800-1,<2.0,<1.0,<0.50,5.38,<3.0,,<0.10,<1.0,<1.0,<1.0,<1.0,<0.50,<0.010,<0.050,0.0073,<0.0030,<0.0010,<0.0020,<0.30,<0.0010,<0.00070,<0.000020,<0.000020,<0.000020,<0.000010,,<0.0050,<0.0000050,<0.020,,<0.00010,<0.0000050,<0.00010,<0.0010,<0.000010,,<0.0050,<0.000050,<0.0000050,<0.000050,<0.000050,<0.050,,<0.000040,<0.050,<0.0000050,<0.010,<0.000050,,,,,,,,<0.0000030,<0.000050,<0.00050,,<0.50,
AEMPTB-STR,2017,31-Aug-17,September ,L1987800-2,<2.0,<1.0,<0.50,5.33,<3.0,,<0.10,<1.0,<1.0,<1.0,<1.0,<0.50,<0.010,<0.050,<0.0050,<0.0030,<0.0010,<0.0020,<0.30,<0.0010,<0.00070,<0.000020,<0.000020,<0.000020,<0.000010,,<0.0050,<0.0000050,<0.020,,<0.00010,<0.0000050,<0.00010,<0.0010,<0.000010,,<0.0050,<0.000050,<0.0000050,<0.000050,<0.000050,<0.050,,<0.000040,<0.050,<0.0000050,<0.010,<0.000050,,,,,,,,<0.0000030,<0.000050,<0.00050,,<0.50,
HWL2 Outflow,2017,31-Aug-17,September,L1987800-4,13.9,10.7,4.83,6.78,<3.0,,0.51,4,4,<1.0,<1.0,<0.50,0.028,1.74,0.0122,<0.0030,<0.0010,<0.0010,0.0048,0.201,0.0176,<0.000020,0.000305,0.00197,<0.000010,,<0.0050,<0.0000050,0.845,,<0.00010,0.000093,0.00071,0.0883,<0.000010,,0.661,0.00856,<0.0000050,<0.000050,0.000427,0.485,,<0.000040,0.353,<0.0000050,0.736,0.00629,,,,,,,,0.0000709,<0.000050,0.00068,,3.63,
HWL2 Outflow,2017,31-Aug-17,September,L1987800-3,14.3,10.7,4.83,6.75,<3.0,,0.55,4,4,<1.0,<1.0,<0.50,0.028,1.74,<0.0050,<0.0030,<0.0010,<0.0010,0.0053,0.201,0.0161,<0.000020,0.000297,0.00193,<0.000010,,<0.0050,<0.0000050,0.851,,<0.00010,0.000091,0.00071,0.0878,<0.000010,,0.657,0.00865,<0.0000050,<0.000050,0.000459,0.473,,<0.000040,0.357,<0.0000050,0.729,0.00639,,,,,,,,0.0000749,<0.000050,0.00076,,3.75,
Cujo Outflow,2017,1-Sep-17,September,L1987787-2,302,185,117,7.9,<3.0,,0.91,56.2,56.2,<1.0,<1.0,5.94,0.13,77.9,0.0309,0.815,0.0083,<0.0010,0.0099,0.62,0.0117,0.000121,0.00102,0.0217,<0.000010,<0.0000050,0.0124,<0.0000050,17.6,0.000049,<0.00010,0.000237,0.00092,0.0619,<0.000010,0.01,17.9,0.0166,<0.0000050,0.00962,0.00242,11.1,0.0155,0.000095,0.092,<0.0000050,10,0.196,27.4,<0.00020,0.0000049,<0.00010,<0.000020,<0.00050,<0.00010,0.00183,0.00007,<0.00050,<0.000060,7.26,
Cujo Outflow,2017,1-Sep-17,September,L1987787-1,297,185,118,7.84,3.8,,0.92,55.8,55.8,<1.0,<1.0,5.94,0.126,77.9,0.0291,0.814,0.0102,<0.0010,0.0105,0.75,0.0112,0.000122,0.00101,0.0217,<0.000010,<0.0000050,0.0124,<0.0000050,17.6,0.000053,<0.00010,0.000256,0.0009,0.0645,<0.000010,0.0101,18,0.0165,<0.0000050,0.00956,0.00239,11.1,0.0158,0.000121,0.09,<0.0000050,10.1,0.198,27.1,<0.00020,0.0000062,<0.00010,<0.000020,<0.00050,<0.00010,0.00182,0.000063,0.002,<0.000060,7.33,
Leslie-Moose,2017,1-Sep-17,September,L1987787-4,1020,605,162,7.94,<3.0,,0.41,62,62,<1.0,<1.0,170,0.057,161,0.0082,2.16,0.0124,<0.0010,0.0024,0.507,0.0179,0.00108,0.000479,0.0686,<0.000010,<0.0000050,0.0344,<0.0000050,33.9,0.000084,0.00012,0.0000488,0.00099,0.0166,<0.000010,0.00555,18.9,0.00571,<0.0000050,0.0904,0.00327,37.4,0.0555,0.000423,<0.050,<0.0000050,132,0.742,57,<0.00020,0.0000267,<0.00010,<0.000020,<0.00050,0.00042,0.00073,0.000105,<0.00050,<0.000060,4.12,
Leslie-Moose,2017,1-Sep-17,September,L1987787-3,1030,601,160,7.96,4,,0.42,60.6,60.6,<1.0,<1.0,170,0.058,161,0.0076,2.2,0.0072,<0.0010,0.003,0.501,0.0167,0.00108,0.000448,0.0681,<0.000010,<0.0000050,0.0328,<0.0000050,33.3,0.000086,0.00011,0.0000462,0.00099,0.0161,<0.000010,0.00534,18.7,0.00581,<0.0000050,0.088,0.00321,37,0.0553,0.000389,<0.050,<0.0000050,131,0.732,58.3,<0.00020,0.0000258,<0.00010,<0.000020,<0.00050,0.00043,0.000744,0.000114,<0.00050,<0.000060,4.13,
Northeast Outflow,2017,1-Sep-17,September,L1987796-2,15.9,11.6,5.7,6.91,<3.0,,0.85,5.5,5.5,<1.0,<1.0,<0.50,0.022,1.71,0.0073,0.0101,<0.0010,<0.0010,0.0067,0.278,0.0182,<0.000020,0.000292,0.00213,<0.000010,,<0.0050,<0.0000050,0.914,,<0.00010,0.0000981,0.00055,0.155,0.000025,,0.831,0.0165,<0.0000050,<0.000050,0.000351,0.578,,<0.000040,0.156,<0.0000050,0.744,0.00682,,,,,,,,0.0000455,<0.000050,0.00073,,3.3,
Northeast Outflow,2017,1-Sep-17,September,L1987796-1,16.3,11.7,5.82,6.92,<3.0,,0.89,5.4,5.4,<1.0,<1.0,<0.50,0.023,1.7,0.0086,0.0111,<0.0010,<0.0010,0.005,0.25,0.0209,<0.000020,0.0003,0.00225,<0.000010,,<0.0050,<0.0000050,0.941,,<0.00010,0.000123,0.00055,0.179,0.000014,,0.843,0.0199,<0.0000050,<0.000050,0.000356,0.588,,<0.000040,0.165,<0.0000050,0.75,0.00701,,,,,,,,0.0000448,<0.000050,<0.00050,,3.36,
Ulu Outflow,2017,1-Sep-17,September,L1987796-4,26.2,18.7,9.28,7.14,<3.0,,0.7,8.9,8.9,<1.0,<1.0,0.82,0.031,1.94,0.0065,0.0041,<0.0010,<0.0010,0.0075,0.421,0.0199,<0.000020,0.000324,0.00359,<0.000010,,<0.0050,<0.0000050,1.39,,<0.00010,0.0000879,0.0008,0.175,0.000018,,1.41,0.00969,<0.0000050,<0.000050,0.000689,0.943,,<0.000040,0.136,<0.0000050,1.34,0.0122,,,,,,,,0.00019,<0.000050,0.00081,,5.29,
Ulu Outflow,2017,1-Sep-17,September,L1987796-3,25.8,18.7,9.25,7.13,<3.0,,0.72,9.1,9.1,<1.0,<1.0,0.82,0.031,1.95,0.0059,0.0048,<0.0010,<0.0010,0.0083,0.414,0.0199,<0.000020,0.000325,0.0036,<0.000010,,<0.0050,<0.0000050,1.42,,<0.00010,0.000092,0.00079,0.173,0.000019,,1.39,0.00973,<0.0000050,<0.000050,0.000681,0.956,,<0.000040,0.139,<0.0000050,1.33,0.0122,,,,,,,,0.000185,<0.000050,0.00065,,5.08,
Christine-Lac du Sauvage,2017,3-Sep-17,September,L1987789-2,109,65.1,38.5,7.41,<3.0,,0.66,17.2,17.2,<1.0,<1.0,1.99,0.053,28.5,0.0103,0.0109,<0.0010,<0.0010,0.005,0.344,0.00653,<0.000020,0.000536,0.00727,<0.000010,<0.0000050,<0.0050,<0.0000050,5.35,0.000023,<0.00010,0.000132,0.0008,0.0577,<0.000010,0.00304,6.11,0.0242,0.0000069,0.000472,0.00104,3.71,0.00534,<0.000040,0.107,<0.0000050,3.19,0.0502,9.96,<0.00020,0.0000026,<0.00010,<0.000020,<0.00050,<0.00010,0.0000454,<0.000050,0.00274,<0.000060,5.72,
Christine-Lac du Sauvage,2017,3-Sep-17,September,L1987789-1,108,64.9,38.8,7.38,<3.0,,0.64,16.9,16.9,<1.0,<1.0,1.99,0.055,28.5,0.011,0.0098,<0.0010,<0.0010,0.0045,0.377,0.00607,<0.000020,0.00055,0.00728,<0.000010,<0.0000050,<0.0050,<0.0000050,5.47,0.000024,<0.00010,0.000136,0.00078,0.0577,<0.000010,0.00306,6.1,0.0243,<0.0000050,0.00046,0.00103,3.62,0.0055,<0.000040,0.112,<0.0000050,3.15,0.0503,9.72,<0.00020,0.0000024,<0.00010,<0.000020,<0.00050,<0.00010,0.0000477,<0.000050,0.00114,<0.000060,5.72,
Lower PDC,2017,3-Sep-17,September,L1987789-4,37.7,25.4,13.4,7.05,<3.0,,0.86,7.4,7.4,<1.0,<1.0,0.82,0.027,7.16,<0.0050,0.054,0.0019,<0.0010,0.0052,0.273,0.0525,<0.000020,0.000299,0.00991,<0.000010,<0.0000050,<0.0050,<0.0000050,2.36,0.000031,0.0002,0.000153,0.00251,0.171,0.000026,0.00169,1.81,0.00577,0.0000069,0.000081,0.00188,1.3,0.00302,<0.000040,0.621,<0.0000050,1.41,0.0175,2.46,<0.00020,0.0000045,<0.00010,<0.000020,0.00118,<0.00010,0.00015,0.000137,0.00339,0.000164,5.64,
Lower PDC,2017,3-Sep-17,September,L1987789-3,37.4,25.6,13.4,7.04,<3.0,,0.85,7.2,7.2,<1.0,<1.0,0.82,0.027,7.17,<0.0050,0.0505,<0.0010,<0.0010,0.0048,0.239,0.0526,<0.000020,0.000289,0.00993,<0.000010,<0.0000050,<0.0050,<0.0000050,2.36,0.000032,0.00022,0.00015,0.00255,0.17,0.000025,0.00167,1.82,0.00588,<0.0000050,0.000076,0.00192,1.29,0.00305,<0.000040,0.616,<0.0000050,1.4,0.0176,2.56,<0.00020,0.0000045,<0.00010,<0.000020,0.00162,<0.00010,0.000147,0.000131,0.00372,0.000146,5.92,
Mossing Outflow,2017,3-Sep-17,September,L1987789-6,62.1,39.9,21.9,7.32,<3.0,,0.44,13,13,<1.0,<1.0,1.45,0.079,10.2,0.0193,0.741,0.0056,<0.0010,0.0047,0.37,0.0142,<0.000020,0.000479,0.00581,<0.000010,<0.0000050,<0.0050,<0.0000050,3.46,0.000024,<0.00010,0.0000921,0.00103,0.0603,<0.000010,0.00355,3.22,0.00872,<0.0000050,0.000102,0.00117,2.23,0.0038,<0.000040,0.17,<0.0000050,2.54,0.0264,3.58,<0.00020,0.0000027,<0.00010,<0.000020,<0.00050,<0.00010,0.000118,<0.000050,0.00056,<0.000060,5.51,
Mossing Outflow,2017,3-Sep-17,September,L1987789-5,62.7,39.8,21.8,7.33,<3.0,,0.46,12.9,12.9,<1.0,<1.0,1.44,0.079,10.2,0.0185,0.746,0.0043,<0.0010,0.0053,0.466,0.0137,<0.000020,0.000451,0.00591,<0.000010,<0.0000050,<0.0050,<0.0000050,3.42,0.000024,<0.00010,0.0000997,0.00103,0.0574,<0.000010,0.00344,3.22,0.00864,<0.0000050,0.000102,0.0012,2.17,0.00382,<0.000040,0.167,<0.0000050,2.6,0.0259,3.7,<0.00020,0.0000031,<0.00010,<0.000020,<0.00050,<0.00010,0.000112,<0.000050,0.00166,<0.000060,5.46,
1616-30 (LLCF),2017,4-Sep-17,September,L1987802-2,1090,646,175,7.98,<3.0,,0.43,62.6,62.6,<1.0,<1.0,185,0.052,173,0.0119,2.98,0.0211,<0.0010,0.0023,0.602,0.0161,0.00122,0.000568,0.0775,<0.000010,<0.0000050,0.0346,0.0000076,36.3,0.000096,0.00013,0.0000398,0.00116,0.0159,0.000036,0.00596,20.6,0.00389,<0.0000050,0.0969,0.00446,39.3,0.0592,0.00058,0.057,<0.0000050,137,0.808,61.5,<0.00020,0.0000341,<0.00010,<0.000020,<0.00050,0.00057,0.000806,0.000182,0.0009,<0.000060,4.02,
