"site","site_type","year","wshed","concent","body","Alkalinity","Aluminum","AmmoniaN","Antimony","Arsenic","Barium","Beryllium","Bicarbonate","Boron","Cadmium","Calcium","Carbonate","Chloride","Chromium","Cobalt","Conductivity","Copper","Fluoride","Hardness","Hydroxide","Iron","Lead","Magnesium","Manganese","Mercury","Molybdenum","Nickel","NitrateN","NitriteN","Orthophosphate","pH","Phosphorus","Potassium","Selenium","Silicon","Silver","Sodium","Strontium","TDS","TKN","TOC","TSS","Turbidity","Uranium","Vanadium","Zinc","easting","northing","row_ind"
"Counts",TRUE,"1997","reference",0,"lake",4,0.00733333333333333,0.00466666666666667,3.66666666666667e-05,2e-04,0.00114,0.00025,NA,0.002,NA,0.546666666666667,NA,0.25,0.00025,5e-05,18,4e-04,NA,3.91,NA,0.03,2.5e-05,0.416666666666667,0.00232,5e-06,2.5e-05,2e-04,0.00733333333333333,0.000833333333333333,5e-04,7.04666666666667,0.00833333333333333,1,5e-04,0.146666666666667,5e-06,1,0.00383333333333333,5,NA,NA,4,NA,8.33333333333333e-06,5e-04,5e-04,534314,7169852,1
"Counts",TRUE,"1998","reference",0,"lake",NA,0.00203333333333333,0.00704166666666667,9.08333333333333e-05,0.000226666666666667,0.00112166666666667,1e-04,NA,0.00233333333333333,2.5e-05,NA,NA,NA,0.0003825,5e-05,13.9166666666667,3e-04,NA,3,NA,0.00270833333333333,2.5e-05,0.427666666666667,0.0003125,1e-05,3e-05,0.000210833333333333,0.00333333333333333,NA,5e-04,6.77333333333333,0.00691666666666667,NA,5e-05,NA,5.41666666666667e-05,NA,NA,NA,NA,NA,1.16666666666667,0.441666666666667,2.5e-05,2.5e-05,4e-04,534314,7169852,2
"Counts",TRUE,"1999","reference",0,"lake",2.91666666666667,NA,0.0025,NA,NA,NA,NA,6,NA,NA,NA,2.5,0.5,NA,NA,12.5833333333333,NA,NA,3,2.5,NA,NA,NA,NA,NA,NA,NA,0.003,0.003,5e-04,6.51666666666667,0.0045,NA,NA,NA,NA,NA,NA,5,0.196666666666667,NA,2.25,0.405,NA,NA,NA,534314,7169852,3
"Counts",TRUE,"2000","reference",0,"lake",4.625,0.006275,0.0025,9.5e-05,0.0001975,0.0013725,1e-04,6.5,5e-04,2.5e-05,0.4725,2.5,0.5,3e-05,5e-05,14.35,3e-04,NA,3,2.5,0.035,0.00012625,0.42575,0.0029,1e-05,3e-05,0.00028,0.003,0.001,5e-04,6.525,0.0035,0.40175,5e-05,NA,5e-05,0.4135,0.003725,5.5,0.18,NA,1.5,0.3,2.5e-05,2.5e-05,4e-04,534314,7169852,4
"Counts",TRUE,"2001","reference",0,"lake",4.625,0.007975,0.01225,8.75e-05,1.5e-05,0.0015475,1e-04,6.5,0.00075,2.5e-05,0.59425,2.5,0.5,3e-05,5e-05,13.975,3e-04,NA,3,2.5,0.032,2.5e-05,0.48525,0.00305,1e-05,3e-05,0.0003625,0.003,0.00325,NA,6.575,0.014,0.47025,5e-05,0.075,5e-05,0.483,0.0043,5.5,0.11,NA,1.5,0.1,2.5e-05,2.5e-05,4e-04,534314,7169852,5
"Counts",TRUE,"2002","reference",0,"lake",7,0.010575,0.0025,9e-05,0.00021,0.0014375,1e-04,9,0.0015,2.5e-05,0.61325,2.5,0.5,3e-05,5e-05,14.8,0.000775,NA,4,2.5,0.028,0.00032,0.5365,0.003075,1e-05,3e-05,0.0003175,0.003,0.001,0.001625,6.7,0.00625,0.504,5e-05,0.05,5e-05,0.658,0.004575,8,0.165,NA,1.5,0.0975,2.5e-05,2.5e-05,NA,534314,7169852,6
"Counts",TRUE,"2003","reference",0,"lake",2.5,0.00905,0.0025,0.000195,0.00022,0.00158,1e-04,2.5,0.002,2.5e-05,0.5695,2.5,0.5,3e-05,5e-05,12.3,3e-04,NA,4,2.5,0.0305,2.5e-05,0.5125,0.00265,1e-05,3e-05,0.00026,0.003,0.001,5e-04,6.9,0.004,0.483,5e-05,0.15,5e-05,0.5335,0.004,3,0.17,NA,2.25,0.395,2.5e-05,2.5e-05,4e-04,534314,7169852,7
"Counts",TRUE,"2004","reference",0,"lake",4,0.00555,0.0039,5e-05,0.0001975,0.001785,1e-04,4,0.00135,2.5e-05,0.6405,0.5,0.25,5e-05,5e-05,11.95,0.00025,0.022,3.7,0.5,0.018,2.5e-05,0.5105,0.00225,1e-05,2.5e-05,0.000285,0.0025,5e-04,5e-04,6.76,0.0097,0.5185,5e-05,0.025,5e-05,0.5765,0.004375,7.85,0.2065,1.99,1.5,0.425,7.5e-06,2.5e-05,5e-04,534314,7169852,8
"Counts",TRUE,"2005","reference",0,"lake",3.6,0.0065,0.0071,5e-05,0.000201333333333333,0.00136333333333333,1e-04,3.6,0.0015,2.5e-05,0.662333333333333,1,0.25,5e-05,5e-05,12.3666666666667,0.00025,0.0233333333333333,3.87,1,0.0156666666666667,3.33333333333333e-05,0.538333333333333,0.00171,1e-05,2.5e-05,0.000243333333333333,0.0025,5e-04,5e-04,6.61333333333333,0.00403333333333333,0.513666666666667,5e-05,0.0773333333333333,5e-05,0.593,0.00449333333333333,5.6,0.19,2.28666666666667,1.5,0.466666666666667,1.13333333333333e-05,2.5e-05,5e-04,534314,7169852,9
"Counts",TRUE,"2006","reference",0,"lake",3.55,0.00915,0.012,5e-05,0.0002305,0.00179,1e-04,3.55,0.0015,2.5e-05,0.6385,1,0.25,5e-05,5e-05,11.85,0.000645,NA,3.93,1,0.0415,0.0003605,0.567,0.003415,1e-05,2.5e-05,0.000345,0.0025,5e-04,5e-04,6.81,0.00665,0.5285,5e-05,0.13,5e-05,0.57,0.00432,5.65,0.175,3.35,1.5,0.815,1.3e-05,2.5e-05,5e-04,534314,7169852,10
"Counts",TRUE,"2007","reference",0,"lake",4.13333333333333,0.00735,0.00805,5e-05,0.000213333333333333,0.00135833333333333,1e-04,4.13333333333333,0.00148333333333333,2.5e-05,0.648,1,0.25,5e-05,5e-05,11.8166666666667,0.000485,NA,3.85166666666667,1,0.0238333333333333,0.001856,0.542,0.00326833333333333,1e-05,2.5e-05,0.000328333333333333,0.0025,5e-04,5e-04,6.89,0.00733333333333333,0.516833333333333,5e-05,0.0976666666666667,5e-05,0.550833333333333,0.00450666666666667,8.65,0.148333333333333,2.62333333333333,1.5,0.706666666666667,9.16666666666667e-06,2.5e-05,5e-04,534314,7169852,11
"Counts",TRUE,"2008","reference",0,"lake",4.13333333333333,0.00853333333333333,0.0161666666666667,5e-05,0.000218666666666667,0.00149166666666667,1e-04,4.13333333333333,0.00145,2.5e-05,0.655833333333333,1,0.25,0.000195,5e-05,11.6166666666667,0.000456666666666667,NA,3.79,1,0.0328333333333333,0.000222333333333333,0.522666666666667,0.003265,1e-05,2.5e-05,0.000313333333333333,0.0025,5e-04,0.00216666666666667,6.62333333333333,0.0065,0.514833333333333,5e-05,0.0971666666666667,5e-05,0.560666666666667,0.00433333333333333,8.23333333333333,0.025,2.45666666666667,1.5,0.553333333333333,1.3e-05,2.5e-05,0.000583333333333333,534314,7169852,12
"Counts",TRUE,"2009","reference",0,"lake",3.83333333333333,0.01365,0.00456666666666667,5e-05,0.000211666666666667,0.001555,1e-04,3.83333333333333,0.00176666666666667,3.41666666666667e-05,0.6935,1,0.25,9.5e-05,5e-05,12.6666666666667,0.000556666666666667,NA,4.00333333333333,1,0.0285,0.0002115,0.551833333333333,0.00256333333333333,1e-05,2.5e-05,0.000773333333333333,0.0025,5e-04,5e-04,6.735,0.0068,0.5275,7.83333333333333e-05,0.111166666666667,5e-05,0.568666666666667,0.004845,7.95,0.133333333333333,2.15166666666667,1.76666666666667,0.463333333333333,1.4e-05,6.63333333333333e-05,0.000833333333333333,534314,7169852,13
"Counts",TRUE,"2010","reference",0,"lake",4.21666666666667,0.0186833333333333,0.0104166666666667,5e-05,0.000203166666666667,0.00150833333333333,1e-04,4.21666666666667,0.0077,5e-06,0.6935,1,0.25,0.00025,5e-05,12.6333333333333,0.000988333333333333,NA,4.12333333333333,1,0.0475,0.000289333333333333,0.580666666666667,0.00416166666666667,1e-05,3.76666666666667e-05,0.000766666666666667,0.0025,5e-04,5e-04,6.80166666666667,0.0123666666666667,0.556833333333333,1e-04,0.145333333333333,5e-05,0.588333333333333,0.00478,8.63333333333333,0.121666666666667,2.61833333333333,1.5,0.591666666666667,1.68333333333333e-05,0.00025,0.000783333333333333,534314,7169852,14
"Counts",TRUE,"2011","reference",0,"lake",3.95,0.00741666666666667,0.00818333333333333,5e-05,0.000232666666666667,0.00125166666666667,5e-06,3.95,0.0025,5e-06,0.641666666666667,1,0.25,5e-05,5e-05,11.6,0.000511666666666667,NA,4.01333333333333,1,0.029,1.7e-05,0.585333333333333,0.003375,1e-05,2.5e-05,0.000299,0.0025,5e-04,5e-04,6.445,0.00988333333333333,0.551333333333333,2e-05,0.103,5e-06,0.567333333333333,0.00444833333333333,8.8,0.158333333333333,2.775,2.03333333333333,0.476666666666667,1.21666666666667e-05,2.5e-05,5e-04,534314,7169852,15
"Counts",TRUE,"2012","reference",0,"lake",4.23333333333333,0.00706666666666667,0.00298333333333333,5e-05,0.000257,0.00129166666666667,5e-06,4.23333333333333,0.00361666666666667,5e-06,0.65,1,0.25,5e-05,5e-05,11.9333333333333,0.00048,NA,4.08833333333333,1,0.0355,6.16666666666667e-06,0.5985,0.00353166666666667,1e-05,2.5e-05,0.000300666666666667,0.0025,5e-04,5e-04,6.455,0.00853333333333333,0.564666666666667,2e-05,0.15,5e-06,0.621333333333333,0.00445,9.2,0.158333333333333,2.84,1.5,0.513333333333333,1.43333333333333e-05,2.5e-05,0.0011,534314,7169852,16
"Counts",TRUE,"2013","reference",0,"lake",4.21666666666667,0.01095,0.0025,5e-05,0.000216,0.001575,5e-06,4.21666666666667,0.005,5e-06,0.668833333333333,1,0.25,5e-05,5e-05,13.0166666666667,0.000605,NA,4.145,1,0.0311666666666667,6.86666666666667e-05,0.6015,0.00268666666666667,5e-06,2.5e-05,0.000345833333333333,0.0025,5e-04,5e-04,6.91666666666667,0.00698333333333333,0.555166666666667,2e-05,0.119333333333333,5e-06,0.603166666666667,0.00460833333333333,9.15,0.179,2.79833333333333,1.5,0.595,1.26666666666667e-05,2.5e-05,8e-04,534314,7169852,17
"Counts",TRUE,"2014","reference",0,"lake",4.175,0.0094,0.00315,5e-05,0.0002285,0.0015375,5e-06,4.175,0.0025,5e-06,0.70675,1,0.25,5e-05,5e-05,14.1,0.000555,NA,4.3475,1,0.03625,7.5e-06,0.62675,0.0047375,5e-06,2.5e-05,0.000349,0.0025,5e-04,7e-04,7.6075,0.0111,0.57925,2e-05,0.0825,5e-06,0.63325,0.0048175,9.1,0.19925,2.5975,2.2,0.9,1.575e-05,2.5e-05,8e-04,534314,7169852,18
"Counts",TRUE,"2015","reference",0,"lake",5,0.0063,0.0025,5e-05,0.0002185,0.001655,5e-06,5,0.0025,5e-06,0.73875,0.5,0.25,6.25e-05,5e-05,14.625,0.0005225,0.024,4.4625,0.5,0.03175,1.325e-05,0.63525,0.00333,2.5e-06,2.5e-05,0.0003405,0.0025,5e-04,5e-04,6.8725,0.005775,0.5995,2e-05,0.07075,5e-06,0.62875,0.004805,9.825,0.18775,2.8825,1.5,0.4,1.375e-05,2.5e-05,5e-04,534314,7169852,19
"Counts",TRUE,"2016","reference",0,"lake",4.85,0.007275,0.0025,5e-05,0.00027075,0.0013275,6.5e-06,4.85,0.0025,5e-06,0.7205,0.5,0.25,5e-05,5e-05,14.45,0.000575,0.028,4.6575,0.5,0.03175,6.25e-06,0.69425,0.0041925,2.5e-06,2.5e-05,0.00039775,0.0025,5e-04,5e-04,6.5375,0.011775,0.62225,2e-05,0.14075,5e-06,0.6975,0.00491,9.625,0.19875,2.545,2.225,0.525,1.475e-05,2.5e-05,5e-04,534314,7169852,20
"Counts",TRUE,"2017","reference",0,"lake",4.825,0.00598,0.0025,1e-05,0.0002285,0.0015975,5e-06,4.825,0.0025,2.5e-06,0.76,0.5,0.25,5e-05,1.9625e-05,14.725,5e-04,0.0325,4.735,0.5,0.021925,9e-06,0.68825,0.003635,2.5e-06,2.5e-05,0.0002065,0.0015,5e-04,5e-04,6.865,0.0037,0.621,2e-05,0.12775,2.5e-06,0.658,0.0050425,10.05,0.22025,2.96,1.5,0.4375,1.0425e-05,2.5e-05,0.0005125,534314,7169852,21
"Counts",TRUE,"2018","reference",0,"lake",5.1,0.0073125,0.0025,1e-05,0.0002315,0.0014975,5e-06,5.1,0.0025,2.5e-06,0.76275,0.5,0.25,5e-05,2.345e-05,14.525,0.000475,0.02725,5.0425,0.5,0.0257,5e-06,0.7615,0.0039575,2.5e-06,2.5e-05,0.00031975,0.0015,5e-04,5e-04,6.965,0.007775,0.6415,2e-05,0.079,2.5e-06,0.6925,0.00517,10.275,0.18125,2.725,1.5,0.495,1.4125e-05,2.5e-05,0.00025,534314,7169852,22
"Counts",TRUE,"2019","reference",0,"lake",4.925,0.0093825,0.009025,1e-05,0.0002375,0.00192,2.5e-06,4.925,0.0025,2.5e-06,0.746,0.5,0.3875,0.0022625,5.19e-05,15.5,0.000548,0.02975,4.815,0.5,0.0452,3.625e-05,0.7165,0.0041925,3.375e-06,4.775e-05,0.0015825,0.002975,0.00105,5e-04,6.9525,0.005575,0.62375,2e-05,0.12775,2.5e-06,0.677,0.005745,10.075,0.2725,3.4325,1.5,0.54,1.435e-05,3.125e-05,0.000365,534314,7169852,23
"Counts",TRUE,"2020","reference",0,"lake",4.7975,0.014375,0.018625,1e-05,0.00024275,0.0013475,5e-06,4.799419,0.0025,2.5e-06,0.81125,0.25,0.335,7.075e-05,5.49e-05,13.975,0.0005265,0.0315,4.73,0.25,0.056225,7.275e-06,0.65625,0.008185,9.5e-07,2.5e-05,0.00035525,0.00255,0.001125,5e-04,6.3525,0.004,0.53475,2e-05,0.166,2.5e-06,0.61575,0.0051625,7.025,0.1825,2.575,1.5,0.2975,2.1625e-05,2.5e-05,5e-05,534314,7169852,24
"Counts",TRUE,"2021","reference",0,"lake",3.855,0.0111,0.0025,1e-05,0.000218,0.001305,5e-06,3.86,0.0025,2.5e-06,0.815,0.25,1.25,4.25e-05,3.995e-05,14.4,0.000497,0.0265,4.49,0.25,0.0995,2.5e-06,0.597,0.008415,9.5e-07,0.000158,0.000448,0.0027,0.00095,5e-04,6.165,0.00565,0.5845,2e-05,0.1345,2.5e-06,0.5905,0.004695,7.45,0.1905,2.1,0.85,0.51,1.485e-05,2.5e-05,0.001095,534314,7169852,25
"Cujo",FALSE,"1999","kingcujo",44,"lake",2.5,NA,0.00458333333333333,NA,NA,NA,NA,5.16666666666667,NA,NA,NA,2.5,0.5,NA,NA,16.55,NA,NA,4,2.5,NA,NA,NA,NA,NA,NA,NA,0.003,0.003,0.000833333333333333,6.4,0.00816666666666667,NA,NA,NA,NA,NA,NA,4,0.255,NA,4.66666666666667,0.275,NA,NA,NA,538698,7161995,26
"Cujo",FALSE,"2000","kingcujo",44,"lake",5.75,0.01315,0.01025,0.00012,0.0005525,0.0023425,1e-04,6.75,0.001,2.5e-05,0.66,2.5,0.5,8e-05,5e-05,17.625,0.00075,NA,4,2.5,0.16375,3.375e-05,0.59675,0.00695,1e-05,3e-05,0.0006175,0.003,0.001,5e-04,6.625,0.004625,0.53125,5e-05,NA,5e-05,0.49775,0.00525,7.75,0.2275,NA,2.25,0.7125,2.5e-05,3.125e-05,4e-04,538698,7161995,27
"Cujo",FALSE,"2001","kingcujo",44,"lake",2.5,0.02025,0.0025,0.000285,0.000335,0.003025,1e-04,6,0.002,2.5e-05,0.89075,2.5,0.5,3e-05,0.00015,20.925,0.001125,NA,5.5,2.5,0.193,3.375e-05,0.7725,0.008725,1e-05,3e-05,0.0007975,0.003,0.0055,NA,6.4,0.01765,0.8255,5e-05,0.05,5e-05,0.8275,0.006375,5.75,0.255,NA,1.5,0.45,3.125e-05,2.5e-05,0.000825,538698,7161995,28
"Cujo",FALSE,"2002","kingcujo",44,"lake",9,0.01515,0.0025,0.00019,0.0005475,0.0046125,1e-04,11,0.003,2.5e-05,2.08,2.5,2,8e-05,2e-04,49.825,0.0013,NA,13.75,2.5,0.06875,2.5e-05,2.035,0.0044,1e-05,0.0003175,0.0008375,0.14075,0.005,0.003,6.85,0.0115,1.6425,5e-05,0.05,5e-05,1.78,0.015325,24,0.4825,NA,1.5,0.35,6.25e-05,2.5e-05,4e-04,538698,7161995,29
"Cujo",FALSE,"2003","kingcujo",44,"lake",10,0.0161,0.0025,0.00025,0.00064,0.00677,1e-04,12.5,0.004,2.5e-05,3.11,2.5,1.75,9.5e-05,2e-04,67.05,0.00145,NA,23,2.5,0.0805,3.75e-05,3.245,0.00425,1e-05,0.00128,0.00109,0.35,0.003,5e-04,7.35,0.009,2.09,1e-04,0.05,5e-05,2.58,0.0237,33.5,0.405,NA,3,0.5,0.000205,7e-05,0.0018,538698,7161995,30
"Cujo",FALSE,"2004","kingcujo",44,"lake",12.8,0.009,0.04165,5e-05,0.000542,0.00543,1e-04,12.8,0.00305,4.85e-05,3.17,0.5,2.35,0.00014,0.00011,68.55,0.00102,0.0615,21.05,0.5,0.0675,0.000166,3.185,0.0034,1e-05,0.0006845,0.000845,0.0025,5e-04,0.00095,7.4,0.001,2.155,0.000115,0.025,5e-05,2.69,0.0241,40.05,0.344,4.43,1.5,0.485,8.75e-05,2.5e-05,5e-04,538698,7161995,31
"Cujo",FALSE,"2005","kingcujo",44,"lake",15.5666666666667,0.0085,0.0309,5e-05,0.000540666666666667,0.00648,1e-04,15.5666666666667,0.00323333333333333,2.5e-05,4.96333333333333,1,2.13666666666667,5e-05,1e-04,97.5333333333333,0.000933333333333333,0.0666666666666667,34.0666666666667,1,0.03,4.86666666666667e-05,5.26666666666667,0.00345333333333333,1e-05,0.00134,0.00100333333333333,0.0025,5e-04,0.00406666666666667,7.03666666666667,0.0078,2.66,5e-05,0.025,5e-05,3.12666666666667,0.0383333333333333,52.6666666666667,0.32,5.14,1.5,0.563333333333333,0.000116333333333333,2.5e-05,0.000833333333333333,538698,7161995,32
"Cujo",FALSE,"2006","kingcujo",44,"lake",17.2,0.0083,0.0105,5e-05,0.0007335,0.007075,1e-04,17.2,0.0034,2.5e-05,4.81,1,1.955,0.00015,5e-05,91.65,0.001005,NA,33.55,1,0.0805,0.0001245,5.23,0.003565,1e-05,0.00202,0.001115,0.0025,5e-04,5e-04,7.525,0.00365,3.135,0.00012,0.0565,5e-05,3.435,0.03755,50.4,0.365,7.21,1.5,0.69,0.000144,6.7e-05,5e-04,538698,7161995,33
"Cujo",FALSE,"2007","kingcujo",44,"lake",23.3,0.00821666666666667,0.0205166666666667,5e-05,0.000773666666666667,0.00950333333333333,1e-04,23.3,0.0038,2.5e-05,5.36666666666667,1,2.27166666666667,5e-05,0.000216666666666667,114.05,0.000776666666666667,NA,36.2,1,0.0953333333333333,0.00674683333333333,5.535,0.046725,1e-05,0.00141216666666667,0.00137166666666667,0.0025,5e-04,5e-04,7.385,0.0075,4.335,6e-05,0.166166666666667,5e-05,4.42333333333333,0.0438,67.6833333333333,0.366666666666667,6.67833333333333,1.5,1.045,9.36666666666667e-05,4.03333333333333e-05,5e-04,538698,7161995,34
"Cujo",FALSE,"2008","kingcujo",44,"lake",18.6666666666667,0.0263833333333333,0.0148,5e-05,0.00069,0.007635,1e-04,18.6666666666667,0.00413333333333333,2.5e-05,4.51166666666667,1,2.03833333333333,0.000863333333333333,6e-05,101.666666666667,0.00103,NA,31.5166666666667,1,0.1015,0.000203666666666667,4.92,0.00625166666666667,1e-05,0.00152166666666667,0.00237333333333333,0.0025,5e-04,5e-04,7.34666666666667,0.00821666666666667,3.795,0.000661666666666667,0.025,5e-05,3.71,0.0403333333333333,59.6,0.141666666666667,5.13333333333333,1.5,0.628333333333333,0.000119166666666667,2.5e-05,0.00125,538698,7161995,35
"Cujo",FALSE,"2009","kingcujo",44,"lake",16.3166666666667,0.0173,0.0103166666666667,5e-05,0.0006415,0.00840166666666667,1e-04,16.3166666666667,0.00396666666666667,5e-06,4.88666666666667,1,1.38833333333333,6.66666666666667e-05,5e-05,99.3333333333333,0.000766666666666667,NA,32.2166666666667,1,0.0896666666666667,0.0003405,4.86,0.00876333333333333,1e-05,0.000955333333333333,0.00107833333333333,0.0025,5e-04,9e-04,7.07833333333333,0.00771666666666667,3.79833333333333,5e-05,0.0393333333333333,5e-05,3.56833333333333,0.04235,59.3333333333333,0.223333333333333,5.56333333333333,1.5,0.746666666666667,8.15e-05,5.45e-05,0.001,538698,7161995,36
"Cujo",FALSE,"2010","kingcujo",44,"lake",17.5333333333333,0.00895,0.0137166666666667,5e-05,0.000808833333333333,0.00643,1e-04,17.5333333333333,0.00296666666666667,5e-06,4.05166666666667,1,1.08166666666667,0.00025,5e-05,88.85,0.000793333333333333,NA,28.9666666666667,1,0.0941666666666667,6.06666666666667e-05,4.57666666666667,0.0102216666666667,1e-05,0.001051,0.00102,0.0025,5e-04,5e-04,7.38833333333333,0.00815,3.60666666666667,1e-04,0.089,5e-05,3.20166666666667,0.0370666666666667,53.1666666666667,0.258333333333333,6.095,1.5,0.718333333333333,8.98333333333333e-05,0.00025,5e-04,538698,7161995,37
"Cujo",FALSE,"2011","kingcujo",44,"lake",19.1166666666667,0.0102666666666667,0.00538333333333333,5e-05,0.000725666666666667,0.00692166666666667,5e-06,19.1166666666667,0.004,5e-06,5.32666666666667,1,1.84333333333333,5e-05,5e-05,106.166666666667,0.000913333333333333,NA,37.5666666666667,1,0.0366666666666667,6.66666666666667e-06,5.89333333333333,0.00475,1e-05,0.00153666666666667,0.000915333333333333,0.0025,5e-04,6e-04,7.51666666666667,0.0127833333333333,4.11166666666667,5.48333333333333e-05,0.104,5e-06,3.52833333333333,0.05045,65.6666666666667,0.326666666666667,6.025,1.5,0.506666666666667,0.0001225,2.5e-05,5e-04,538698,7161995,38
"Cujo",FALSE,"2012","kingcujo",44,"lake",27.2,0.00703333333333333,0.0025,5e-05,0.000820833333333333,0.0149333333333333,5e-06,27.2,0.00788333333333333,5e-06,13.25,1,4.58666666666667,5e-05,5e-05,230,0.00073,NA,94.2666666666667,1,0.0485,3.08333333333333e-05,14.85,0.00681333333333333,1e-05,0.00404666666666667,0.00124166666666667,0.0025,5e-04,5e-04,7.88166666666667,0.00725,7.89166666666667,8.35e-05,0.0775,5e-06,5.93666666666667,0.141833333333333,147.833333333333,0.325,5.99666666666667,2.68333333333333,0.595,0.000400833333333333,2.91666666666667e-05,5e-04,538698,7161995,39
"Cujo",FALSE,"2013","kingcujo",44,"lake",23.58,0.00716,0.0025,5e-05,0.0006748,0.01368,7.2e-06,23.58,0.0095,6.8e-06,10.96,1,4.2,0.000152,5e-05,210.4,0.002052,NA,74.02,1,0.035,6.8e-06,11.32,0.004334,5e-06,0.001846,0.001238,0.0025,5e-04,5e-04,7.582,0.0079,6.44,5.48e-05,0.0336,5e-06,5,0.1116,125.6,0.3364,6.136,1.5,1.282,0.0001544,2.5e-05,0.00076,538698,7161995,40
"Cujo",FALSE,"2014","kingcujo",44,"lake",26.175,0.010125,0.004325,5e-05,0.0007815,0.0123,5e-06,26.175,0.005625,5e-06,9.67,1,3.745,5e-05,5e-05,185,0.0006275,NA,67.5,1,0.0465,5e-06,10.55,0.0071125,5e-06,0.001235,0.0009675,0.0025,5e-04,0.00125,7.785,0.01265,5.825,3.725e-05,0.06675,5e-06,4.7525,0.098625,111,0.376,5.9075,2.05,0.85,0.00012625,3.15e-05,0.000625,538698,7161995,41
"Cujo",FALSE,"2015","kingcujo",44,"lake",29.95,0.009175,0.007375,5e-05,0.00092175,0.0113,5e-06,29.95,0.007025,5e-06,9.58,0.5,3.65,5e-05,5e-05,183,0.0007325,0.088,64.55,0.5,0.055,1.3e-05,9.865,0.0078425,2.5e-06,0.00305,0.0014625,0.289,0.004675,5e-04,7.6275,0.00575,5.87,6.225e-05,0.08175,5e-06,4.605,0.0964,107.25,0.3925,6.805,1.5,0.605,0.00042275,3.125e-05,5e-04,538698,7161995,42
"Cujo",FALSE,"2016","kingcujo",44,"lake",34.6,0.011875,0.011725,9.75e-05,0.00088775,0.021075,1.625e-05,34.6,0.011825,4.375e-06,17.8,0.5,5.81,1e-04,0.00027,320.25,0.00111,0.10675,122,0.5,0.0195,1.3e-05,18.825,0.0040775,2.5e-06,0.009345,0.0015875,2.9125,0.036075,5e-04,7.6725,0.015775,10.25,0.000175,0.025,5e-06,8.5425,0.20025,197.5,0.5075,6.6725,1.5,0.9775,0.001285,8.925e-05,0.00075,538698,7161995,43
"Cujo",FALSE,"2017","kingcujo",44,"lake",50.275,0.0114325,0.011275,0.00014025,0.000937,0.0218,5e-06,50.275,0.01305,5.7e-06,17.05,0.5,6.015,5e-05,0.0002425,289.75,0.0010775,0.12625,115.25,0.5,0.028675,5e-06,17.725,0.008955,2.5e-06,0.010425,0.00254,1.3425,0.02245,5e-04,7.9975,0.010875,9.9725,0.00011975,0.04275,2.5e-06,10.0275,0.197,185,0.806,7.3025,1.95,0.93,0.0022075,3.8e-05,0.000435,538698,7161995,44
"Cujo",FALSE,"2018","kingcujo",44,"lake",59.35,0.0104,0.007925,5e-05,0.0011275,0.017525,5e-05,59.35,0.012,5.05e-06,15.925,0.5,5.575,7e-05,0.0001925,272.25,0.000845,0.12675,101.15,0.5,0.0535,2.5e-05,14.95,0.0128,2.5e-06,0.007745,0.00259,0.08435,0.002325,5e-04,8.04,0.0194,9.6525,0.0001235,0.05,5e-06,8.1725,0.15975,162.5,0.5695,7.725,3.95,1.1025,0.001845,0.00025,0.0015,538698,7161995,45
"Cujo",FALSE,"2019","kingcujo",44,"lake",56.4,0.0147,0.0243,4.225e-05,0.00100625,0.0157,2.5e-06,56.4,0.01085,3.125e-06,13.25,0.5,5.4375,5e-05,0.0002275,213.25,0.000836,0.1065,89.65,0.5,0.036975,7.75e-06,13.725,0.0100025,2.5e-06,0.004805,0.0026575,0.18475,0.0024,5e-04,7.8425,0.013575,8.505,9.6e-05,0.08175,2.5e-06,7.6425,0.1365,138.75,0.69175,7.5925,2.625,1.3275,0.0013325,9.55e-05,0.00025,538698,7161995,46
"Cujo",FALSE,"2020","kingcujo",44,"lake",41.725,0.0189,0.028,3.775e-05,0.0012325,0.013475,5e-06,41.761698,0.011625,4.025e-06,10.7,0.25,4.25,0.00012125,0.000442,183.75,0.001115,0.10025,62.225,0.25,0.098475,2.5525e-05,8.635,0.044025,9.5e-07,0.0021475,0.0034275,0.001,0.000925,5e-04,7.18,0.0155,5.85,0.00010075,0.067,2.5e-06,5.305,0.097525,99.5,0.77,8.425,4.2,1.55,0.00089475,2.5e-05,0.0002325,538698,7161995,47
"Cujo",FALSE,"2021","kingcujo",44,"lake",45.5,0.008595,0.0495,9.175e-05,0.00076725,0.013275,5e-06,45.5325,0.01355,2.5e-06,10.325,0.25,8.275,2.5e-05,0.0001175,208.75,0.000849,0.0925,61.075,0.25,0.04035,6.575e-06,8.5575,0.0077925,9.5e-07,0.00775,0.0026675,0.375,0.0067,5e-04,6.695,0.00895,8.7675,7.375e-05,0.025,2.5e-06,10.1425,0.097425,125,0.52225,6.275,1.775,0.7,0.000732,6.375e-05,0.0024175,538698,7161995,48
"Grizzly",FALSE,"1994","koala",0,"lake",2.66,0.0588,0.0095,5e-05,5e-05,0.005,0.0015,2.66,0.025,5e-05,0.6998,0.5,0.64,5e-04,5e-04,10.06,0.0012,0.03,3.386,NA,0.011,5e-04,0.4118,0.0025,2.5e-05,5e-04,5e-04,0.0113,0.0012,0.0022,6.066,0.0038,NA,0.00025,NA,5e-06,NA,NA,7.2,NA,NA,0.8,0.34,4.8e-05,0.0025,0.0014,521084,7177781,49
